JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,JBCXM__InstanceId__c,JBCXM__InstanceName__c,Page_Visits__c,Files_Downloaded__c,No_of_Report_Run__c,Page_Views__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 76,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 76 - Production INDIA Instance,93,25,130,14,239,19,709,1454,18247
Adoption Test - Account 77,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 77 - Production INDIA Instance,66,38,115,74,143,57,847,5867,13413
Adoption Test - Account 78,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 78 - Production INDIA Instance,34,43,62,51,249,25,47,758,10639
Adoption Test - Account 79,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 79 - Production INDIA Instance,28,13,93,19,210,2,528,6762,5770
Adoption Test - Account 80,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 80 - Production INDIA Instance,17,36,93,76,119,10,149,4088,12979
Adoption Test - Account 81,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 81 - Production INDIA Instance,82,31,171,120,129,12,670,9542,18047
Adoption Test - Account 82,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 82 - Production INDIA Instance,8,26,98,40,147,11,843,866,18533
Adoption Test - Account 83,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 83 - Production INDIA Instance,84,22,94,117,112,10,838,9499,12161
Adoption Test - Account 84,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 84 - Production INDIA Instance,13,38,140,69,171,8,53,7210,14050
Adoption Test - Account 85,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 85 - Production INDIA Instance,27,38,88,48,158,24,846,1484,18034
Adoption Test - Account 86,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 86 - Production INDIA Instance,100,33,94,147,195,1,203,2684,3485
Adoption Test - Account 87,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 87 - Production INDIA Instance,97,26,172,86,209,41,654,3079,3355
Adoption Test - Account 88,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 88 - Production INDIA Instance,24,42,55,124,117,52,918,793,1662
Adoption Test - Account 89,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 89 - Production INDIA Instance,58,41,104,21,177,35,41,3194,4281
Adoption Test - Account 90,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 90 - Production INDIA Instance,76,49,75,148,168,41,867,2805,8217
Adoption Test - Account 91,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 91 - Production INDIA Instance,98,50,102,98,198,47,468,367,9003
Adoption Test - Account 92,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 92 - Production INDIA Instance,20,44,74,115,122,3,73,1088,506
Adoption Test - Account 93,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 93 - Production INDIA Instance,16,46,150,44,179,10,118,5219,11278
Adoption Test - Account 94,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 94 - Production INDIA Instance,60,44,154,49,152,47,750,3978,12306
Adoption Test - Account 95,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 95 - Production INDIA Instance,47,42,100,73,238,9,189,5824,5824
Adoption Test - Account 96,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 96 - Production INDIA Instance,26,28,142,95,218,39,893,3579,4235
Adoption Test - Account 97,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 97 - Production INDIA Instance,31,20,75,107,154,40,73,2641,1363
Adoption Test - Account 98,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 98 - Production INDIA Instance,4,36,161,80,214,46,507,9103,17726
Adoption Test - Account 99,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 99 - Production INDIA Instance,2,32,92,35,115,35,48,4713,18639
Adoption Test - Account 100,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 100 - Production INDIA Instance,42,22,172,66,243,44,312,5585,18143
Adoption Test - Account 101,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 101 - Production INDIA Instance,62,12,91,121,113,60,138,5229,12425
Adoption Test - Account 102,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 102 - Production INDIA Instance,81,13,140,69,199,38,275,1670,7014
Adoption Test - Account 103,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 103 - Production INDIA Instance,77,41,169,117,130,34,50,1212,13338
Adoption Test - Account 104,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 104 - Production INDIA Instance,29,10,92,68,223,10,141,626,6534
Adoption Test - Account 105,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 105 - Production INDIA Instance,55,25,148,112,173,16,249,5394,315
Adoption Test - Account 106,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 106 - Production INDIA Instance,12,34,177,21,144,56,437,452,8696
Adoption Test - Account 107,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 107 - Production INDIA Instance,3,19,114,122,228,17,54,9080,9984
Adoption Test - Account 108,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 108 - Production INDIA Instance,48,21,146,109,103,19,784,5245,10099
Adoption Test - Account 109,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 109 - Production INDIA Instance,23,50,158,78,176,58,964,3497,6915
Adoption Test - Account 110,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 110 - Production INDIA Instance,72,50,148,90,226,37,589,8628,11750
Adoption Test - Account 111,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 111 - Production INDIA Instance,80,10,113,112,122,56,30,7333,10766
Adoption Test - Account 112,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 112 - Production INDIA Instance,2,18,125,118,237,12,896,3049,13476
Adoption Test - Account 113,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 113 - Production INDIA Instance,28,50,185,62,186,13,959,5584,4438
Adoption Test - Account 114,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 114 - Production INDIA Instance,30,40,127,147,174,21,947,5020,3411
Adoption Test - Account 115,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 115 - Production INDIA Instance,42,35,151,3,198,28,333,2700,5053
Adoption Test - Account 116,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 116 - Production INDIA Instance,93,34,180,62,167,44,115,9310,14042
Adoption Test - Account 117,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 117 - Production INDIA Instance,30,29,103,98,184,48,349,4507,17062
Adoption Test - Account 118,INSTANCELEVEL,-11,Production INDIA Instance,Adoption Test - Account 118 - Production INDIA Instance,33,40,106,18,147,33,693,7480,11715
Adoption Test - Account 1,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 1 - Production INDIA Instance,48,48,195,22,220,58,384,1532,11182
Adoption Test - Account 2,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 2 - Production INDIA Instance,90,12,192,113,141,45,599,5633,12449
Adoption Test - Account 3,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 3 - Production INDIA Instance,25,37,194,142,108,3,171,9113,13531
Adoption Test - Account 4,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 4 - Production INDIA Instance,70,36,109,85,225,49,94,1529,17429
Adoption Test - Account 5,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 5 - Production INDIA Instance,40,49,123,106,113,25,53,2541,2866
Adoption Test - Account 6,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 6 - Production INDIA Instance,7,35,127,92,106,49,755,7325,14864
Adoption Test - Account 7,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 7 - Production INDIA Instance,22,22,156,77,191,5,921,6380,9483
Adoption Test - Account 8,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 8 - Production INDIA Instance,79,28,136,112,210,15,70,5329,15076
Adoption Test - Account 9,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 9 - Production INDIA Instance,11,35,52,58,145,3,491,933,12110
Adoption Test - Account 10,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 10 - Production INDIA Instance,93,27,78,116,172,28,305,2189,8548
Adoption Test - Account 11,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 11 - Production INDIA Instance,36,36,55,122,147,42,200,5260,9869
Adoption Test - Account 12,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 12 - Production INDIA Instance,87,18,198,102,218,28,727,8586,10865
Adoption Test - Account 13,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 13 - Production INDIA Instance,42,37,101,68,232,57,20,5525,12315
Adoption Test - Account 14,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 14 - Production INDIA Instance,42,36,56,118,227,14,173,9885,19417
Adoption Test - Account 15,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 15 - Production INDIA Instance,68,12,176,99,190,57,401,9746,16966
Adoption Test - Account 16,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 16 - Production INDIA Instance,32,42,55,133,205,9,702,9439,7692
Adoption Test - Account 17,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 17 - Production INDIA Instance,63,35,55,52,149,14,23,3825,5936
Adoption Test - Account 18,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 18 - Production INDIA Instance,56,12,97,95,151,13,782,9039,13629
Adoption Test - Account 19,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 19 - Production INDIA Instance,29,42,94,132,158,45,517,7736,13044
Adoption Test - Account 20,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 20 - Production INDIA Instance,16,14,172,83,226,3,119,3820,11982
Adoption Test - Account 21,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 21 - Production INDIA Instance,62,34,163,43,230,5,730,8027,9665
Adoption Test - Account 22,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 22 - Production INDIA Instance,78,19,180,127,184,38,735,4090,1277
Adoption Test - Account 23,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 23 - Production INDIA Instance,20,36,196,86,240,36,576,1007,11977
Adoption Test - Account 24,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 24 - Production INDIA Instance,66,30,103,63,101,24,927,806,13122
Adoption Test - Account 25,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 25 - Production INDIA Instance,72,33,134,42,134,60,163,7002,19858
Adoption Test - Account 26,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 26 - Production INDIA Instance,61,41,116,54,126,29,950,1965,1146
Adoption Test - Account 27,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 27 - Production INDIA Instance,83,15,139,56,216,47,902,1317,7935
Adoption Test - Account 28,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 28 - Production INDIA Instance,4,33,75,60,188,41,462,1500,4809
Adoption Test - Account 29,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 29 - Production INDIA Instance,55,15,73,121,218,21,504,4892,6378
Adoption Test - Account 30,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 30 - Production INDIA Instance,85,15,128,35,119,49,861,3926,3146
Adoption Test - Account 31,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 31 - Production INDIA Instance,37,30,130,150,124,19,2,67,18418
Adoption Test - Account 32,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 32 - Production INDIA Instance,78,29,101,41,185,52,759,9467,18732
Adoption Test - Account 33,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 33 - Production INDIA Instance,32,15,59,75,191,56,715,9660,9795
Adoption Test - Account 34,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 34 - Production INDIA Instance,26,42,156,118,235,36,849,247,10344
Adoption Test - Account 35,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 35 - Production INDIA Instance,62,45,120,91,157,47,773,2811,18071
Adoption Test - Account 36,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 36 - Production INDIA Instance,70,14,102,134,245,21,923,5329,6946
Adoption Test - Account 37,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 37 - Production INDIA Instance,70,35,185,95,180,15,596,6334,17971
Adoption Test - Account 38,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 38 - Production INDIA Instance,51,17,112,0,190,26,163,7765,570
Adoption Test - Account 39,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 39 - Production INDIA Instance,30,20,85,75,143,52,548,8793,2731
Adoption Test - Account 40,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 40 - Production INDIA Instance,24,49,197,72,247,28,537,4324,9855
Adoption Test - Account 41,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 41 - Production INDIA Instance,37,47,136,136,131,42,696,2160,3052
Adoption Test - Account 42,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 42 - Production INDIA Instance,18,28,173,148,229,7,492,9460,6509
Adoption Test - Account 43,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 43 - Production INDIA Instance,94,31,112,3,179,23,701,7133,8766
Adoption Test - Account 44,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 44 - Production INDIA Instance,45,39,98,67,250,59,350,4957,7570
Adoption Test - Account 45,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 45 - Production INDIA Instance,94,13,135,104,148,48,602,3331,5293
Adoption Test - Account 46,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 46 - Production INDIA Instance,18,21,195,145,111,22,13,6824,13751
Adoption Test - Account 47,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 47 - Production INDIA Instance,50,17,173,23,242,33,338,8973,7590
Adoption Test - Account 48,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 48 - Production INDIA Instance,97,37,117,148,207,49,53,5448,11084
Adoption Test - Account 49,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 49 - Production INDIA Instance,60,24,59,80,150,5,792,6106,1393
Adoption Test - Account 50,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 50 - Production INDIA Instance,47,46,104,28,226,53,251,4821,3026
Adoption Test - Account 51,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 51 - Production INDIA Instance,82,11,148,24,156,16,93,5787,10761
Adoption Test - Account 52,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 52 - Production INDIA Instance,14,23,153,52,197,7,176,6419,17749
Adoption Test - Account 53,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 53 - Production INDIA Instance,30,37,168,53,202,6,524,8893,411
Adoption Test - Account 54,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 54 - Production INDIA Instance,91,41,133,65,155,30,431,5287,8560
Adoption Test - Account 55,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 55 - Production INDIA Instance,37,16,160,74,103,45,94,5500,7875
Adoption Test - Account 56,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 56 - Production INDIA Instance,65,35,175,108,114,54,379,6791,2945
Adoption Test - Account 57,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 57 - Production INDIA Instance,89,38,114,97,142,53,728,1094,5608
Adoption Test - Account 58,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 58 - Production INDIA Instance,62,34,145,34,221,42,541,5941,10926
Adoption Test - Account 59,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 59 - Production INDIA Instance,99,48,112,110,118,36,911,2326,15780
Adoption Test - Account 60,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 60 - Production INDIA Instance,39,20,122,73,222,1,694,4545,7296
Adoption Test - Account 61,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 61 - Production INDIA Instance,49,39,174,95,227,9,45,1213,15832
Adoption Test - Account 62,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 62 - Production INDIA Instance,6,11,89,10,123,57,622,2085,8910
Adoption Test - Account 63,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 63 - Production INDIA Instance,42,35,89,114,181,24,854,9554,10735
Adoption Test - Account 64,INSTANCELEVEL,-10,Production INDIA Instance,Adoption Test - Account 64 - Production INDIA Instance,3,42,125,20,193,44,532,6910,19343
