JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 6,ACCOUNTLEVEL,-17,60,16,56,110,146,38,308,3420,3753
Adoption Test - Account 7,ACCOUNTLEVEL,-17,95,35,131,68,179,25,759,3349,10773
Adoption Test - Account 8,ACCOUNTLEVEL,-17,77,43,143,84,111,54,976,5008,3327
Adoption Test - Account 9,ACCOUNTLEVEL,-17,21,43,117,99,174,18,556,9557,11963
Adoption Test - Account 10,ACCOUNTLEVEL,-17,87,31,107,46,179,46,181,2497,10185
Adoption Test - Account 11,ACCOUNTLEVEL,-17,31,46,73,120,246,27,692,8604,6522
Adoption Test - Account 12,ACCOUNTLEVEL,-17,93,48,93,148,209,56,501,5378,15619
Adoption Test - Account 13,ACCOUNTLEVEL,-17,33,35,159,104,162,18,590,1426,18138
Adoption Test - Account 14,ACCOUNTLEVEL,-17,70,48,190,57,177,34,79,3391,5167
Adoption Test - Account 15,ACCOUNTLEVEL,-17,24,30,133,3,216,16,15,3549,5861
Adoption Test - Account 16,ACCOUNTLEVEL,-17,11,37,116,92,137,33,677,1565,1513
Adoption Test - Account 17,ACCOUNTLEVEL,-17,20,36,180,118,184,37,824,9381,10142
Adoption Test - Account 18,ACCOUNTLEVEL,-17,96,36,92,145,117,57,142,1287,19934
Adoption Test - Account 19,ACCOUNTLEVEL,-17,43,40,133,117,167,11,184,7256,5323
Adoption Test - Account 20,ACCOUNTLEVEL,-17,28,47,77,59,242,38,303,8025,19566
Adoption Test - Account 21,ACCOUNTLEVEL,-17,42,11,125,58,189,2,872,3295,16448
Adoption Test - Account 22,ACCOUNTLEVEL,-17,53,38,143,43,141,30,795,5098,16906
Adoption Test - Account 23,ACCOUNTLEVEL,-17,95,29,81,72,164,36,884,5643,17667
Adoption Test - Account 24,ACCOUNTLEVEL,-17,53,47,198,83,155,48,779,4998,4375
Adoption Test - Account 25,ACCOUNTLEVEL,-17,29,30,166,137,192,6,235,1188,16799
Adoption Test - Account 26,ACCOUNTLEVEL,-17,47,17,198,101,219,55,669,9642,15612
Adoption Test - Account 27,ACCOUNTLEVEL,-17,52,19,79,96,168,20,965,8264,16334
Adoption Test - Account 28,ACCOUNTLEVEL,-17,40,41,188,84,188,22,990,1571,10947
Adoption Test - Account 29,ACCOUNTLEVEL,-17,79,37,96,18,114,17,835,6625,13123
Adoption Test - Account 30,ACCOUNTLEVEL,-17,28,22,87,120,114,57,373,4206,5823
Adoption Test - Account 31,ACCOUNTLEVEL,-17,46,34,131,118,157,2,23,8669,14266
Adoption Test - Account 32,ACCOUNTLEVEL,-17,45,45,89,71,239,26,602,3014,14952
Adoption Test - Account 33,ACCOUNTLEVEL,-17,43,37,94,50,224,16,461,1772,2838
Adoption Test - Account 34,ACCOUNTLEVEL,-17,39,23,185,69,187,56,839,5747,7081
Adoption Test - Account 35,ACCOUNTLEVEL,-17,50,30,70,51,112,47,936,6837,6892
Adoption Test - Account 36,ACCOUNTLEVEL,-17,69,45,116,22,107,28,958,1964,9115
Adoption Test - Account 37,ACCOUNTLEVEL,-17,27,11,188,104,167,40,963,9363,19286
Adoption Test - Account 38,ACCOUNTLEVEL,-17,4,45,80,97,229,21,234,1657,17789
Adoption Test - Account 39,ACCOUNTLEVEL,-17,36,49,198,108,108,2,445,2338,17205
Adoption Test - Account 40,ACCOUNTLEVEL,-17,24,16,118,59,212,48,17,2490,1052
Adoption Test - Account 41,ACCOUNTLEVEL,-17,58,43,182,121,193,5,73,6270,17661
Adoption Test - Account 42,ACCOUNTLEVEL,-17,22,29,172,52,184,59,572,9264,8053
Adoption Test - Account 43,ACCOUNTLEVEL,-17,44,42,129,122,116,32,661,5996,10570
Adoption Test - Account 44,ACCOUNTLEVEL,-17,13,48,93,108,110,39,72,3508,9508
Adoption Test - Account 45,ACCOUNTLEVEL,-17,47,45,176,58,129,2,335,42,3354
Adoption Test - Account 46,ACCOUNTLEVEL,-17,80,30,189,19,162,15,888,4766,12771
Adoption Test - Account 47,ACCOUNTLEVEL,-17,56,34,192,53,211,43,948,1062,16695
Adoption Test - Account 48,ACCOUNTLEVEL,-17,66,16,109,115,170,10,129,9382,3830
Adoption Test - Account 49,ACCOUNTLEVEL,-17,67,33,153,138,248,24,435,5590,18748
Adoption Test - Account 50,ACCOUNTLEVEL,-17,26,33,97,133,142,37,880,7339,11437
Adoption Test - Account 51,ACCOUNTLEVEL,-17,28,23,122,18,221,31,81,8767,17961
Adoption Test - Account 52,ACCOUNTLEVEL,-17,33,43,175,123,196,44,390,3025,13617
Adoption Test - Account 53,ACCOUNTLEVEL,-17,52,13,162,142,167,8,131,9829,2083
Adoption Test - Account 54,ACCOUNTLEVEL,-17,94,19,151,145,204,30,574,7300,10127
Adoption Test - Account 55,ACCOUNTLEVEL,-17,30,27,120,35,145,15,809,1342,7997
Adoption Test - Account 56,ACCOUNTLEVEL,-17,25,26,161,145,111,38,188,4751,11966
Adoption Test - Account 57,ACCOUNTLEVEL,-17,31,33,113,9,147,46,300,5628,10302
Adoption Test - Account 58,ACCOUNTLEVEL,-17,22,27,78,117,185,26,742,9101,11657
Adoption Test - Account 59,ACCOUNTLEVEL,-17,6,48,109,9,238,51,998,4054,17724
Adoption Test - Account 60,ACCOUNTLEVEL,-17,86,48,81,59,201,60,935,1337,15544
Adoption Test - Account 61,ACCOUNTLEVEL,-17,63,42,139,112,203,21,81,384,12134
Adoption Test - Account 62,ACCOUNTLEVEL,-17,59,16,146,106,245,54,722,4061,4413
Adoption Test - Account 63,ACCOUNTLEVEL,-17,62,12,129,95,199,50,30,8180,7079
Adoption Test - Account 64,ACCOUNTLEVEL,-17,15,46,154,9,108,31,937,4277,15590
Adoption Test - Account 65,ACCOUNTLEVEL,-17,59,38,187,120,104,47,522,3506,14199
Adoption Test - Account 66,ACCOUNTLEVEL,-17,66,32,165,8,164,27,631,3269,17359
Adoption Test - Account 67,ACCOUNTLEVEL,-17,96,22,124,58,195,6,77,5524,5230
Adoption Test - Account 68,ACCOUNTLEVEL,-17,38,44,174,139,199,9,697,5310,5275
Adoption Test - Account 69,ACCOUNTLEVEL,-17,34,28,195,48,185,50,645,8754,9629
Adoption Test - Account 70,ACCOUNTLEVEL,-17,66,22,144,146,127,2,113,3027,7436
Adoption Test - Account 71,ACCOUNTLEVEL,-17,8,33,160,25,168,14,356,4460,3653
Adoption Test - Account 72,ACCOUNTLEVEL,-17,90,27,147,142,212,53,394,185,9737
Adoption Test - Account 73,ACCOUNTLEVEL,-17,50,31,188,81,223,10,898,9653,3695
Adoption Test - Account 74,ACCOUNTLEVEL,-17,29,37,115,122,128,6,226,8932,3109
Adoption Test - Account 75,ACCOUNTLEVEL,-17,12,15,89,77,126,22,965,492,16125
Adoption Test - Account 76,ACCOUNTLEVEL,-17,47,35,68,47,138,40,856,1127,3183
Adoption Test - Account 77,ACCOUNTLEVEL,-17,11,49,100,62,156,8,162,3626,15452
Adoption Test - Account 78,ACCOUNTLEVEL,-17,7,13,62,78,185,30,872,2419,804
Adoption Test - Account 79,ACCOUNTLEVEL,-17,18,13,186,51,123,34,745,5785,7389
Adoption Test - Account 80,ACCOUNTLEVEL,-17,46,26,70,49,160,9,240,8691,4278
Adoption Test - Account 81,ACCOUNTLEVEL,-17,55,10,67,127,209,46,959,3996,15777
Adoption Test - Account 82,ACCOUNTLEVEL,-17,15,50,134,77,191,6,742,7899,3748
Adoption Test - Account 83,ACCOUNTLEVEL,-17,28,26,100,129,232,11,892,520,11849
Adoption Test - Account 84,ACCOUNTLEVEL,-17,88,25,141,115,231,2,22,6792,17386
Adoption Test - Account 85,ACCOUNTLEVEL,-17,31,18,174,76,217,5,17,3173,12593
Adoption Test - Account 86,ACCOUNTLEVEL,-17,30,39,178,121,137,9,35,7290,18277
Adoption Test - Account 87,ACCOUNTLEVEL,-17,85,21,109,12,178,23,697,8466,17196
Adoption Test - Account 88,ACCOUNTLEVEL,-17,56,29,141,127,232,26,185,7706,11155
Adoption Test - Account 89,ACCOUNTLEVEL,-17,54,45,78,68,153,48,864,418,4711
Adoption Test - Account 90,ACCOUNTLEVEL,-17,46,35,147,78,169,38,973,9774,10340
Adoption Test - Account 91,ACCOUNTLEVEL,-17,4,35,53,70,103,19,869,251,14884
Adoption Test - Account 92,ACCOUNTLEVEL,-17,78,40,175,115,229,9,596,19,5654
Adoption Test - Account 93,ACCOUNTLEVEL,-17,49,17,109,142,162,34,264,1893,7991
Adoption Test - Account 94,ACCOUNTLEVEL,-17,64,16,195,124,124,34,602,1361,1492
Adoption Test - Account 95,ACCOUNTLEVEL,-17,65,35,158,27,167,38,670,9752,2199
Adoption Test - Account 96,ACCOUNTLEVEL,-17,21,37,77,54,180,42,918,290,7663
Adoption Test - Account 97,ACCOUNTLEVEL,-17,59,46,60,55,120,20,458,2130,17104
Adoption Test - Account 98,ACCOUNTLEVEL,-17,93,37,95,14,225,9,888,8246,3912
Adoption Test - Account 99,ACCOUNTLEVEL,-17,2,39,122,79,194,3,158,4467,3038
Adoption Test - Account 100,ACCOUNTLEVEL,-17,82,47,135,32,233,18,876,9970,1959
Adoption Test - Account 101,ACCOUNTLEVEL,-17,62,20,200,41,169,39,434,4880,8871
Adoption Test - Account 102,ACCOUNTLEVEL,-17,17,21,102,82,186,5,608,3296,11161
Adoption Test - Account 103,ACCOUNTLEVEL,-17,26,47,130,129,144,12,286,4529,1880
Adoption Test - Account 104,ACCOUNTLEVEL,-17,85,26,193,57,100,33,303,7173,19996
Adoption Test - Account 105,ACCOUNTLEVEL,-17,85,37,110,14,106,18,25,8780,13026
Adoption Test - Account 106,ACCOUNTLEVEL,-17,8,42,179,4,109,28,217,967,11405
Adoption Test - Account 107,ACCOUNTLEVEL,-17,67,37,132,5,237,10,963,181,17573
Adoption Test - Account 108,ACCOUNTLEVEL,-17,18,12,83,66,189,11,915,787,14250
Adoption Test - Account 109,ACCOUNTLEVEL,-17,44,18,166,59,156,40,141,3787,9427
Adoption Test - Account 110,ACCOUNTLEVEL,-17,83,18,158,42,222,11,643,7724,6629
Adoption Test - Account 111,ACCOUNTLEVEL,-17,55,48,194,68,241,58,407,4359,9062
Adoption Test - Account 112,ACCOUNTLEVEL,-17,73,14,94,150,108,48,595,7586,14363
Adoption Test - Account 113,ACCOUNTLEVEL,-17,44,34,167,144,166,39,856,8242,6997
Adoption Test - Account 114,ACCOUNTLEVEL,-17,10,43,95,79,132,12,985,4610,7350
Adoption Test - Account 115,ACCOUNTLEVEL,-17,41,19,184,36,152,33,815,3057,9289
Adoption Test - Account 116,ACCOUNTLEVEL,-17,2,19,81,26,233,5,168,8552,13708
Adoption Test - Account 117,ACCOUNTLEVEL,-17,56,34,60,37,227,56,697,8569,15711
Adoption Test - Account 118,ACCOUNTLEVEL,-17,22,45,112,147,178,33,203,3804,19893
Adoption Test - Account 1,ACCOUNTLEVEL,-16,71,24,87,3,182,57,835,9958,5641
Adoption Test - Account 2,ACCOUNTLEVEL,-16,5,16,124,146,151,27,245,2239,3534
Adoption Test - Account 3,ACCOUNTLEVEL,-16,90,29,160,65,117,9,158,2669,15986
Adoption Test - Account 4,ACCOUNTLEVEL,-16,47,34,143,99,191,50,390,4616,7938
Adoption Test - Account 5,ACCOUNTLEVEL,-16,34,34,138,69,104,39,564,6627,10140
Adoption Test - Account 6,ACCOUNTLEVEL,-16,48,29,150,88,133,15,126,5188,10477
Adoption Test - Account 7,ACCOUNTLEVEL,-16,58,47,161,28,163,22,359,8026,5746
Adoption Test - Account 8,ACCOUNTLEVEL,-16,47,21,81,145,138,2,40,4174,13182
Adoption Test - Account 9,ACCOUNTLEVEL,-16,67,15,128,146,145,46,91,5850,3254
Adoption Test - Account 10,ACCOUNTLEVEL,-16,97,22,104,74,122,3,770,5101,15772
Adoption Test - Account 11,ACCOUNTLEVEL,-16,94,19,170,110,175,20,212,6867,15519
Adoption Test - Account 12,ACCOUNTLEVEL,-16,40,29,76,108,128,31,260,4687,5418
Adoption Test - Account 13,ACCOUNTLEVEL,-16,76,35,133,17,151,60,657,6999,12070
Adoption Test - Account 14,ACCOUNTLEVEL,-16,43,46,72,80,152,30,722,8869,7168
Adoption Test - Account 15,ACCOUNTLEVEL,-16,70,49,96,138,143,39,678,9691,12093
Adoption Test - Account 16,ACCOUNTLEVEL,-16,97,25,72,141,224,42,264,7160,5231
Adoption Test - Account 17,ACCOUNTLEVEL,-16,2,48,164,107,108,45,175,5750,16471
Adoption Test - Account 18,ACCOUNTLEVEL,-16,60,20,64,76,144,4,87,2137,1918
Adoption Test - Account 19,ACCOUNTLEVEL,-16,9,44,131,57,126,43,371,1572,7210
Adoption Test - Account 20,ACCOUNTLEVEL,-16,47,32,89,150,206,24,665,2571,11086
Adoption Test - Account 21,ACCOUNTLEVEL,-16,66,36,170,117,103,14,589,1020,18839
Adoption Test - Account 22,ACCOUNTLEVEL,-16,39,21,169,107,214,35,801,5335,719
Adoption Test - Account 23,ACCOUNTLEVEL,-16,82,24,83,17,156,8,107,9950,1472
Adoption Test - Account 24,ACCOUNTLEVEL,-16,10,10,119,113,199,20,423,9273,4101
Adoption Test - Account 25,ACCOUNTLEVEL,-16,45,48,64,29,118,51,660,5622,4993
Adoption Test - Account 26,ACCOUNTLEVEL,-16,15,23,147,31,127,22,513,9657,11755
Adoption Test - Account 27,ACCOUNTLEVEL,-16,77,20,129,16,144,28,913,9145,11900
Adoption Test - Account 28,ACCOUNTLEVEL,-16,30,16,103,116,102,43,946,5881,6334
Adoption Test - Account 29,ACCOUNTLEVEL,-16,53,17,196,31,144,50,517,5038,14370
Adoption Test - Account 30,ACCOUNTLEVEL,-16,35,39,95,1,102,12,181,9506,1328
Adoption Test - Account 31,ACCOUNTLEVEL,-16,17,28,164,99,223,18,495,3488,2711
Adoption Test - Account 32,ACCOUNTLEVEL,-16,18,35,158,148,122,31,779,7279,4597
Adoption Test - Account 33,ACCOUNTLEVEL,-16,67,46,145,32,151,9,634,4457,2386
Adoption Test - Account 34,ACCOUNTLEVEL,-16,11,35,136,67,112,41,488,8019,13970
Adoption Test - Account 35,ACCOUNTLEVEL,-16,83,26,90,67,103,4,252,503,160
Adoption Test - Account 36,ACCOUNTLEVEL,-16,43,21,163,26,182,24,568,9056,19920
Adoption Test - Account 37,ACCOUNTLEVEL,-16,14,50,198,49,197,38,9,917,8248
Adoption Test - Account 38,ACCOUNTLEVEL,-16,23,24,98,46,137,7,780,8596,5044
Adoption Test - Account 39,ACCOUNTLEVEL,-16,90,34,119,11,240,50,316,5137,2860
Adoption Test - Account 40,ACCOUNTLEVEL,-16,47,37,156,16,156,31,434,2916,9598
Adoption Test - Account 41,ACCOUNTLEVEL,-16,24,21,195,27,217,54,987,1503,10354
Adoption Test - Account 42,ACCOUNTLEVEL,-16,1,37,157,1,234,34,140,2595,17180
Adoption Test - Account 43,ACCOUNTLEVEL,-16,5,28,105,118,190,33,534,5172,17030
Adoption Test - Account 44,ACCOUNTLEVEL,-16,94,45,171,25,185,2,914,1540,10270
Adoption Test - Account 45,ACCOUNTLEVEL,-16,49,25,77,55,160,42,685,9764,17105
Adoption Test - Account 46,ACCOUNTLEVEL,-16,93,49,162,131,208,7,950,9608,14691
Adoption Test - Account 47,ACCOUNTLEVEL,-16,76,39,171,95,225,37,215,8844,16751
Adoption Test - Account 48,ACCOUNTLEVEL,-16,73,15,64,99,125,16,14,3774,6803
Adoption Test - Account 49,ACCOUNTLEVEL,-16,85,47,123,105,127,28,386,9258,8700
Adoption Test - Account 50,ACCOUNTLEVEL,-16,21,38,107,70,143,42,624,7594,6726
Adoption Test - Account 51,ACCOUNTLEVEL,-16,61,26,155,128,156,43,468,2579,1964
Adoption Test - Account 52,ACCOUNTLEVEL,-16,34,15,69,100,193,55,173,8891,13593
Adoption Test - Account 53,ACCOUNTLEVEL,-16,38,42,163,40,113,43,405,4337,486
Adoption Test - Account 54,ACCOUNTLEVEL,-16,54,34,86,99,181,51,606,1341,9853
Adoption Test - Account 55,ACCOUNTLEVEL,-16,93,35,143,95,227,10,950,5816,11785
Adoption Test - Account 56,ACCOUNTLEVEL,-16,28,44,96,144,107,11,574,7590,2084
Adoption Test - Account 57,ACCOUNTLEVEL,-16,27,15,166,13,248,57,581,2359,5820
Adoption Test - Account 58,ACCOUNTLEVEL,-16,51,27,169,42,214,1,830,8401,19928
Adoption Test - Account 59,ACCOUNTLEVEL,-16,69,28,132,57,182,50,293,6560,13131
Adoption Test - Account 60,ACCOUNTLEVEL,-16,76,34,83,106,127,17,292,9342,16418
Adoption Test - Account 61,ACCOUNTLEVEL,-16,79,20,142,88,123,9,304,9856,12061
Adoption Test - Account 62,ACCOUNTLEVEL,-16,60,24,195,78,108,58,425,5470,11030
Adoption Test - Account 63,ACCOUNTLEVEL,-16,71,11,134,73,149,42,89,5412,17922
Adoption Test - Account 64,ACCOUNTLEVEL,-16,81,22,158,137,173,57,636,2971,2053
Adoption Test - Account 65,ACCOUNTLEVEL,-16,92,41,96,88,164,18,137,2099,15334
Adoption Test - Account 66,ACCOUNTLEVEL,-16,36,10,54,44,242,7,733,5629,12653
Adoption Test - Account 67,ACCOUNTLEVEL,-16,52,49,188,31,192,5,956,4198,1443
Adoption Test - Account 68,ACCOUNTLEVEL,-16,84,50,72,77,155,15,382,4902,15983
Adoption Test - Account 69,ACCOUNTLEVEL,-16,7,23,52,111,104,58,733,801,12379
Adoption Test - Account 70,ACCOUNTLEVEL,-16,21,24,150,20,210,60,770,6442,16057
Adoption Test - Account 71,ACCOUNTLEVEL,-16,80,26,174,25,132,40,226,2416,19382
Adoption Test - Account 72,ACCOUNTLEVEL,-16,51,11,131,75,187,27,563,1884,15019
Adoption Test - Account 73,ACCOUNTLEVEL,-16,28,32,94,86,101,15,515,6951,10863
Adoption Test - Account 74,ACCOUNTLEVEL,-16,59,36,84,50,215,50,629,8341,3938
Adoption Test - Account 75,ACCOUNTLEVEL,-16,18,16,91,79,184,10,627,7127,17841
Adoption Test - Account 76,ACCOUNTLEVEL,-16,72,16,163,42,214,8,738,3135,5291
Adoption Test - Account 77,ACCOUNTLEVEL,-16,76,12,122,97,136,59,834,7832,1884
Adoption Test - Account 78,ACCOUNTLEVEL,-16,11,48,130,115,234,28,796,7440,16977
Adoption Test - Account 79,ACCOUNTLEVEL,-16,8,49,52,124,152,20,255,5307,2354
Adoption Test - Account 80,ACCOUNTLEVEL,-16,85,34,91,86,145,18,374,9340,16679
Adoption Test - Account 81,ACCOUNTLEVEL,-16,57,24,183,71,137,44,625,6535,5366
Adoption Test - Account 82,ACCOUNTLEVEL,-16,74,33,60,112,182,45,252,4487,5902
Adoption Test - Account 83,ACCOUNTLEVEL,-16,93,35,147,88,161,14,811,6376,14649
Adoption Test - Account 84,ACCOUNTLEVEL,-16,2,24,64,35,210,3,328,2474,16933
Adoption Test - Account 85,ACCOUNTLEVEL,-16,15,15,144,135,148,4,664,4794,5373
Adoption Test - Account 86,ACCOUNTLEVEL,-16,21,21,114,46,121,41,293,5221,8711
Adoption Test - Account 87,ACCOUNTLEVEL,-16,72,10,162,94,183,28,356,5046,8337
Adoption Test - Account 88,ACCOUNTLEVEL,-16,47,37,91,22,100,50,796,4746,10290
Adoption Test - Account 89,ACCOUNTLEVEL,-16,10,43,73,136,210,14,608,4965,2045
Adoption Test - Account 90,ACCOUNTLEVEL,-16,13,44,52,121,112,29,593,5807,8251
Adoption Test - Account 91,ACCOUNTLEVEL,-16,22,42,69,26,148,46,331,7085,8114
Adoption Test - Account 92,ACCOUNTLEVEL,-16,11,25,179,0,234,4,673,7575,6565
Adoption Test - Account 93,ACCOUNTLEVEL,-16,79,28,103,90,184,3,129,2661,18990
Adoption Test - Account 94,ACCOUNTLEVEL,-16,16,47,134,11,227,41,44,8072,16102
Adoption Test - Account 95,ACCOUNTLEVEL,-16,74,42,130,80,153,54,634,6932,7937
Adoption Test - Account 96,ACCOUNTLEVEL,-16,26,25,171,107,155,31,162,2394,9744
Adoption Test - Account 97,ACCOUNTLEVEL,-16,92,47,84,4,119,56,234,3668,4232
Adoption Test - Account 98,ACCOUNTLEVEL,-16,48,44,131,99,237,39,639,4178,7717
Adoption Test - Account 99,ACCOUNTLEVEL,-16,28,39,194,113,146,57,828,5197,2467
Adoption Test - Account 100,ACCOUNTLEVEL,-16,48,31,191,57,206,17,941,1455,8863
Adoption Test - Account 101,ACCOUNTLEVEL,-16,53,28,155,99,222,43,32,6380,12759
Adoption Test - Account 102,ACCOUNTLEVEL,-16,83,39,171,66,203,50,661,4681,17801
Adoption Test - Account 103,ACCOUNTLEVEL,-16,57,36,162,125,186,58,356,7454,18851
Adoption Test - Account 104,ACCOUNTLEVEL,-16,25,36,85,102,116,43,441,6352,18169
Adoption Test - Account 105,ACCOUNTLEVEL,-16,75,13,193,68,121,11,622,5461,18963
Adoption Test - Account 106,ACCOUNTLEVEL,-16,68,39,154,64,104,16,505,7189,16594
Adoption Test - Account 107,ACCOUNTLEVEL,-16,29,49,57,102,193,40,606,9944,1253
Adoption Test - Account 108,ACCOUNTLEVEL,-16,87,26,173,20,249,39,78,1678,10085
Adoption Test - Account 109,ACCOUNTLEVEL,-16,36,27,126,91,113,9,345,8778,14318
Adoption Test - Account 110,ACCOUNTLEVEL,-16,48,34,51,104,137,33,448,4914,11640
Adoption Test - Account 111,ACCOUNTLEVEL,-16,94,40,106,32,244,21,604,2837,11964
Adoption Test - Account 112,ACCOUNTLEVEL,-16,46,35,115,80,205,52,817,528,6323
Adoption Test - Account 113,ACCOUNTLEVEL,-16,80,47,195,114,197,13,984,4562,19888
Adoption Test - Account 114,ACCOUNTLEVEL,-16,35,34,164,5,108,26,627,2441,5970
Adoption Test - Account 115,ACCOUNTLEVEL,-16,24,47,124,34,197,60,817,4098,9864
Adoption Test - Account 116,ACCOUNTLEVEL,-16,55,41,181,91,194,23,708,2968,1007
Adoption Test - Account 117,ACCOUNTLEVEL,-16,22,13,199,40,222,36,163,6811,5774
Adoption Test - Account 118,ACCOUNTLEVEL,-16,36,44,56,115,213,25,810,5519,17474
Adoption Test - Account 1,ACCOUNTLEVEL,-15,96,22,173,26,198,44,314,5288,3095
Adoption Test - Account 2,ACCOUNTLEVEL,-15,29,37,179,149,146,37,628,9330,13127
Adoption Test - Account 3,ACCOUNTLEVEL,-15,61,45,121,11,200,34,353,2660,10039
Adoption Test - Account 4,ACCOUNTLEVEL,-15,89,42,121,150,211,29,508,9876,4347
Adoption Test - Account 5,ACCOUNTLEVEL,-15,97,47,117,122,250,25,234,7240,6148
Adoption Test - Account 6,ACCOUNTLEVEL,-15,92,13,180,61,160,16,145,5775,15159
Adoption Test - Account 7,ACCOUNTLEVEL,-15,68,49,135,10,219,39,50,5052,15614
Adoption Test - Account 8,ACCOUNTLEVEL,-15,97,23,160,105,224,3,93,3741,12060
Adoption Test - Account 9,ACCOUNTLEVEL,-15,29,18,83,83,215,33,677,9447,6712
Adoption Test - Account 10,ACCOUNTLEVEL,-15,9,41,111,61,131,28,555,1550,4250
Adoption Test - Account 11,ACCOUNTLEVEL,-15,57,17,168,86,164,53,698,2688,4147
Adoption Test - Account 12,ACCOUNTLEVEL,-15,1,40,172,0,125,59,648,6940,2319
Adoption Test - Account 13,ACCOUNTLEVEL,-15,62,13,152,63,147,16,287,6539,18876
Adoption Test - Account 14,ACCOUNTLEVEL,-15,45,43,92,11,233,4,403,6714,13336
Adoption Test - Account 15,ACCOUNTLEVEL,-15,12,10,65,37,232,19,614,3659,13815
Adoption Test - Account 16,ACCOUNTLEVEL,-15,25,17,91,20,112,25,681,9701,13240
Adoption Test - Account 17,ACCOUNTLEVEL,-15,55,36,176,25,172,29,935,2683,12266
Adoption Test - Account 18,ACCOUNTLEVEL,-15,1,15,76,100,119,2,233,1591,19531
Adoption Test - Account 19,ACCOUNTLEVEL,-15,66,44,95,60,117,53,815,2861,3729
Adoption Test - Account 20,ACCOUNTLEVEL,-15,61,44,62,8,131,58,266,3758,14782
Adoption Test - Account 21,ACCOUNTLEVEL,-15,65,31,74,109,174,50,164,9217,7967
Adoption Test - Account 22,ACCOUNTLEVEL,-15,53,49,93,71,108,27,817,9207,19738
Adoption Test - Account 23,ACCOUNTLEVEL,-15,46,19,180,113,110,13,165,5079,15782
Adoption Test - Account 24,ACCOUNTLEVEL,-15,81,47,108,49,204,34,442,7816,8444
Adoption Test - Account 25,ACCOUNTLEVEL,-15,45,23,93,118,177,60,820,2088,17256
Adoption Test - Account 26,ACCOUNTLEVEL,-15,81,43,55,32,175,28,683,1534,8540
Adoption Test - Account 27,ACCOUNTLEVEL,-15,79,24,76,104,224,38,703,4261,5226
Adoption Test - Account 28,ACCOUNTLEVEL,-15,50,28,129,20,156,13,44,564,5025
Adoption Test - Account 29,ACCOUNTLEVEL,-15,88,24,86,11,158,1,505,8699,9938
Adoption Test - Account 30,ACCOUNTLEVEL,-15,6,16,85,35,139,25,794,1387,3383
Adoption Test - Account 31,ACCOUNTLEVEL,-15,95,14,95,40,110,44,313,3515,11006
Adoption Test - Account 32,ACCOUNTLEVEL,-15,6,12,61,14,205,1,83,5247,3204
Adoption Test - Account 33,ACCOUNTLEVEL,-15,48,12,100,136,215,16,361,8547,6230
Adoption Test - Account 34,ACCOUNTLEVEL,-15,90,43,177,13,153,31,544,9783,10547
Adoption Test - Account 35,ACCOUNTLEVEL,-15,22,33,107,41,117,15,936,1005,17653
Adoption Test - Account 36,ACCOUNTLEVEL,-15,78,50,145,29,239,40,59,5236,15769
Adoption Test - Account 37,ACCOUNTLEVEL,-15,4,14,122,0,214,60,956,8122,18060
Adoption Test - Account 38,ACCOUNTLEVEL,-15,84,35,92,75,240,28,599,1182,1297
Adoption Test - Account 39,ACCOUNTLEVEL,-15,31,30,111,86,215,18,678,7804,19958
Adoption Test - Account 40,ACCOUNTLEVEL,-15,74,31,145,150,244,29,898,8709,4663
Adoption Test - Account 41,ACCOUNTLEVEL,-15,21,14,188,103,184,15,464,3205,4345
Adoption Test - Account 42,ACCOUNTLEVEL,-15,79,43,141,90,226,29,804,3780,17396
Adoption Test - Account 43,ACCOUNTLEVEL,-15,1,48,195,119,230,26,18,5643,17792
Adoption Test - Account 44,ACCOUNTLEVEL,-15,37,49,84,115,236,39,659,990,7357
Adoption Test - Account 45,ACCOUNTLEVEL,-15,97,26,80,126,234,10,118,6741,7001
Adoption Test - Account 46,ACCOUNTLEVEL,-15,48,50,69,139,146,32,897,6761,11845
Adoption Test - Account 47,ACCOUNTLEVEL,-15,42,12,93,71,236,19,253,6433,370
Adoption Test - Account 48,ACCOUNTLEVEL,-15,46,29,101,48,154,55,80,6464,2046
Adoption Test - Account 49,ACCOUNTLEVEL,-15,88,10,121,115,117,1,816,479,13172
Adoption Test - Account 50,ACCOUNTLEVEL,-15,8,31,187,123,147,11,304,3511,10940
Adoption Test - Account 51,ACCOUNTLEVEL,-15,97,28,106,130,114,47,914,2982,3736
Adoption Test - Account 52,ACCOUNTLEVEL,-15,58,41,54,73,199,26,675,2243,16463
Adoption Test - Account 53,ACCOUNTLEVEL,-15,86,46,111,64,167,33,529,9208,4105
Adoption Test - Account 54,ACCOUNTLEVEL,-15,42,30,104,37,186,8,706,2852,16332
Adoption Test - Account 55,ACCOUNTLEVEL,-15,3,20,85,135,158,59,186,9100,3488
Adoption Test - Account 56,ACCOUNTLEVEL,-15,71,17,103,127,151,41,198,2871,8945
Adoption Test - Account 57,ACCOUNTLEVEL,-15,96,25,66,93,230,33,109,6682,1725
