ColumnList__c,AccountReference__c,BaseObject__c,Dimensions__c,FilterConditions__c,GraphType__c,IsRB__c,IsShown__c,IsStandard__c,Measures__c,Name,QueryOptions__c,ReportParams__c,ShowDefault__c,UITabName__c,Visibility__c,VisualType__c
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Page_Visits__c"",""label"":""Page Visits"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":""CM"",""objectName"":""UsageData__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],COLUMN,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Visits__c"",""label"":""Sum of Page Visits"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""}]","Column_2,1",,[],FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Page_Visits__c"",""label"":""Page Visits"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":""CM"",""objectName"":""UsageData__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],STACKED-BAR,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Visits__c"",""label"":""Sum of Page Visits"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""}]","StackedBar_2,1",,[],FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Page_Visits__c"",""label"":""Page Visits"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":""CM"",""objectName"":""UsageData__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],BAR,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Visits__c"",""label"":""Sum of Page Visits"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""}]","Bar_2,1",,[],FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":""CM"",""objectName"":""UsageData__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],COLUMN,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""}]","Column_1,1",,[],FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Page_Views__c"",""label"":""Page Views"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Page_Visits__c"",""label"":""Page Visits"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Users__c"",""label"":""Users"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":5,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":6,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":""CM"",""objectName"":""UsageData__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],AREA,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Views__c"",""label"":""Sum of Page Views"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Visits__c"",""label"":""Sum of Page Visits"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS3"",""fieldType"":""DOUBLE""},{""objectName"":""CustomerInfo__c"",""name"":""Users__c"",""label"":""Sum of Users"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS4"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Account__r.Name"",""label"":""Count of Account Name"",""graphType"":null,""aggType"":""COUNT"",""aliasName"":""DS5"",""fieldType"":""TEXT""}]",https://jbarasoftware.jira.com/issues/?filter=15201&jql=project%20%3D%20JB%20AND,,[],FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":null,""objectName"":""UsageData__c"",""name"":""Account__r.Name"",""label"":""Account Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false}]",[],COLUMN,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""}]",ect%20%3D%20JB%20AND%20issuetype%20in%20(subTaskIssueTypes()%2C%20%22Usability%2,,[],FALSE,Usage Data,Public,Chart
"[{""name"":""Name"",""label"":""Account Name"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Active__c"",""label"":""Active"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""PICKLIST"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""CSM__r.Name"",""label"":""CSM"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""USERLOOKUP"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Age__c"",""label"":""Age"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""CTA__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Type__r.Name"",""label"":""CTA Type"",""displayOrder"":5,""visibilityMode"":true,""objectName"":""CTA__c"",""fieldType"":""CUSTOMLOOKUP"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Name"",""label"":""Call To Action Name"",""displayOrder"":6,""visibilityMode"":true,""objectName"":""CTA__c"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""CreatedDate__c"",""label"":""Created Date"",""displayOrder"":7,""visibilityMode"":true,""objectName"":""CTA__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false}]",,,"[{""summerizedBy"":null,""objectName"":""CTA__c"",""name"":""Name"",""label"":""Call To Action Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""STRING"",""stacked"":false}]","[{""name"":""Name"",""value"":""A"",""objectName"":""Account"",""fieldType"":""STRING"",""operator"":""c"",""logicalOperator"":"""",""fieldLabel"":null,""operatorLabel"":null}]",,FALSE,TRUE,FALSE,"[{""objectName"":""CTA__c"",""name"":""CreatedDate__c"",""label"":""Created Date"",""graphType"":""column"",""aggType"":""COUNT"",""aliasName"":""DS1"",""fieldType"":""DATE""}]",CTA DB,,"[{""fieldName"":""Name"",""objectName"":""Account"",""ctrlType"":""text"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""e\"",\""value\"":\""equals\""},{\""key\"":\""n\"",\""value\"":\""not equal to\""},{\""key\"":\""l\"",\""value\"":\""less than\""},{\""key\"":\""g\"",\""value\"":\""greater than\""},{\""key\"":\""m\"",\""value\"":\""less or equal\""},{\""key\"":\""h\"",\""value\"":\""greater or equal\""},{\""key\"":\""s\"",\""value\"":\""starts with\""},{\""key\"":\""c\"",\""value\"":\""contains\""},{\""key\"":\""k\"",\""value\"":\""does not contain\""}]"",""label"":""Account Name"",""fieldType"":""STRING"",""value"":""A"",""selectedOperator"":""s"",""logicalOperator"":""""}]",FALSE,CTA,Public,Chart
"[{""name"":""ASVTotal__c"",""label"":""ASV"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""LastModifiedBy.Name"",""label"":""Last Modified By ID Name"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""OrderType__r.Name"",""label"":""Booking Type Name"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,TransHeader__c,"[{""summerizedBy"":null,""objectName"":""TransHeader__c"",""name"":""LastModifiedBy.Name"",""label"":""Last Modified By ID Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false},{""summerizedBy"":null,""objectName"":""TransHeader__c"",""name"":""OrderType__r.Name"",""label"":""Booking Type Name"",""groupable"":true,""aliasName"":""Cat2"",""fieldType"":""TEXT"",""stacked"":false}]",[],STACKED-COLUMN,TRUE,TRUE,FALSE,"[{""objectName"":""TransHeader__c"",""name"":""ASVTotal__c"",""label"":""Sum of ASV"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""CURRENCY""}]",StackedColumn_DrillDown,,[],FALSE,Transactions,Public,Chart
"[{""name"":""ASV__c"",""label"":""ASV"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,CustomerInfo__c,"[{""summerizedBy"":null,""objectName"":""CustomerInfo__c"",""name"":""Account__r.Name"",""label"":""Account Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false}]",[],TABLE,TRUE,TRUE,FALSE,"[{""objectName"":""CustomerInfo__c"",""name"":""ASV__c"",""label"":""Sum of ASV"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""CURRENCY""}]",7146_customers,,[],FALSE,Customers,Public,Chart
"[{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Reason__r.Name"",""label"":""Reason Name"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,Alert__c,"[{""summerizedBy"":null,""objectName"":""Alert__c"",""name"":""Reason__r.Name"",""label"":""Reason Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false}]",[],TABLE,TRUE,TRUE,FALSE,"[{""objectName"":""Alert__c"",""name"":""Account__r.Name"",""label"":""Count of Account Name"",""graphType"":null,""aggType"":""COUNT"",""aliasName"":""DS1"",""fieldType"":""TEXT""}]",7146_Retest,,[],FALSE,Alerts,Public,Chart
"[{""name"":""ASV__c"",""label"":""Alert ASV"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""AnnualRevenue"",""label"":""Annual Revenue"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false}]",Account__c,Alert__c,"[{""summerizedBy"":null,""objectName"":""Alert__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],,TRUE,TRUE,FALSE,"[{""objectName"":""Alert__c"",""name"":""ASV__c"",""label"":""Sum of Alert ASV"",""graphType"":""LINE"",""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""CURRENCY""},{""objectName"":""Account"",""name"":""AnnualRevenue"",""label"":""Sum of Annual Revenue"",""graphType"":""PIE"",""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""CURRENCY""}]",field-lvel,,[],FALSE,Alerts,Public,Chart
"[{""name"":""ASV__c"",""label"":""Alert ASV"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""MRR__c"",""label"":""Alert MRR"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,Alert__c,"[{""summerizedBy"":null,""objectName"":""Alert__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],,TRUE,TRUE,FALSE,"[{""objectName"":""Alert__c"",""name"":""ASV__c"",""label"":""Sum of Alert ASV"",""graphType"":""LINE"",""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""CURRENCY""},{""objectName"":""Alert__c"",""name"":""MRR__c"",""label"":""Sum of Alert MRR"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""CURRENCY""}]",note_one_two_three,,[],FALSE,Alerts,Public,Chart
"[{""name"":""ASV__c"",""label"":""Alert ASV"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""MRR__c"",""label"":""Alert MRR"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,Alert__c,"[{""summerizedBy"":null,""objectName"":""Alert__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],,TRUE,TRUE,FALSE,"[{""objectName"":""Alert__c"",""name"":""ASV__c"",""label"":""Sum of Alert ASV"",""graphType"":""LINE"",""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""CURRENCY""},{""objectName"":""Alert__c"",""name"":""MRR__c"",""label"":""Sum of Alert MRR"",""graphType"":""COLUMN"",""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""CURRENCY""}]",prad_abc_test,,[],FALSE,Alerts,Public,Chart
"[{""name"":""ASV__c"",""label"":""Alert ASV"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""MRR__c"",""label"":""Alert MRR"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false}]",Account__c,Alert__c,,[],,TRUE,TRUE,FALSE,,test_dddd_fff,,[],FALSE,Alerts,Public,List
"[{""name"":""Id"",""label"":""Id"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""ID"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""CSM__r.Name"",""label"":""CSM Name"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,TransHeader__c,"[{""summerizedBy"":null,""objectName"":""Account"",""name"":""CSM__r.Name"",""label"":""CSM Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false}]",[],PIE,TRUE,TRUE,FALSE,"[{""objectName"":""Account"",""name"":""Id"",""label"":""Count of Id"",""graphType"":null,""aggType"":""COUNT"",""aliasName"":""DS1"",""fieldType"":""ID""}]",Txns_CSMName,,"[{""value"":""JBnext120"",""objectName"":""TransHeader__c"",""fieldType"":""TIMEFRAMENORMALDATE"",""logicalOperator"":""AND"",""fieldName"":""NextRenewalDate__c"",""ctrlType"":""timeframe"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""e\"",\""value\"":\""equals\""},{\""key\"":\""n\"",\""value\"":\""not equal to\""}]"",""selectedOperator"":""e"",""label"":""Renewal Date""},{""value"":""@@CURRENTUSER"",""objectName"":""Account"",""fieldType"":""REFERENCE"",""logicalOperator"":""AND"",""referenceTo"":""User"",""fieldName"":""CSM__c"",""ctrlType"":""text"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""e\"",\""value\"":\""equals\""},{\""key\"":\""n\"",\""value\"":\""not equal to\""}]"",""selectedOperator"":""e"",""label"":""CSM""}]",FALSE,Transactions,Public,Chart
