JBCXM__OrderNumber__r.TransHeader_ExternalID__c,JBCXM__TRANSACTIONLINES__r.TransTypes_ExternalID__c,JBCXM__ASV__C,JBCXM__BOOKING__C,JBCXM__ONETIMEREVENUE__C,JBCXM__MRR__C,JBCXM__NEXTRENEWALDATE__C,JBCXM__DATE__C,JBCXM__REVRECENDDATE__C,JBCXM__REVRECSTARTDATE__C,JBCXM__USERS__C
a0Ni0000004cKJMEA2,a0Ri0000000I3XTEA0,,38,0,,2012-09-10,2012-03-09,2012-09-09,2012-03-09,0
a0Ni0000004cKJMEA2,a0Ri0000000I3XSEA0,,0,0,,2012-09-10,2012-03-09,2012-09-09,2012-03-09,
a0Ni0000000KVXOEA4,a0Ri0000000I3XUEA0,,0,0,,2013-03-10,2012-09-10,2013-03-09,2012-09-10,
a0Ni0000000KVXXEA4,a0Ri0000000I3XUEA0,,0,0,,2013-05-15,2010-05-15,2013-05-14,2010-05-15,
a0Ni0000004cKNTEA2,a0Ri0000000I3XUEA0,,0,0,,2014-12-09,2012-12-08,2014-12-08,2012-12-08,
a0Ni0000004cKNTEA2,a0Ri0000000I3XVEA0,48000,6000,0,4000,2014-12-09,2012-12-08,2014-12-08,2012-12-08,
a0Ni0000004cKNTEA2,a0Ri0000000I3XWEA0,0,0,0,0,2014-12-09,2012-12-08,2014-12-08,2012-12-08,
a0Ni0000004cKNTEA2,a0Ri0000000I3XTEA0,,50,0,,2014-12-09,2012-12-08,2014-12-08,2012-12-08,10
a0Ni0000004cKNTEA2,a0Ri0000000I3XSEA0,,0,0,,2014-12-09,2012-12-08,2014-12-08,2012-12-08,
a0Ni0000004cKO7EAM,a0Ri0000000I3XUEA0,,0,0,,2014-04-18,2012-04-17,2014-04-17,2012-04-17,
a0Ni0000004cKO7EAM,a0Ri0000000I3XVEA0,66000,7500,0,5500,2014-04-18,2012-04-17,2014-04-17,2012-04-17,
a0Ni0000004cKO7EAM,a0Ri0000000I3XWEA0,0,0,0,0,2014-04-18,2012-04-17,2014-04-17,2012-04-17,
a0Ni0000004cKO7EAM,a0Ri0000000I3XTEA0,,42,0,,2014-04-18,2012-04-17,2014-04-17,2012-04-17,2
a0Ni0000004cKO7EAM,a0Ri0000000I3XSEA0,,0,0,,2014-04-18,2012-04-17,2014-04-17,2012-04-17,
a0Ni0000004cKM1EAM,a0Ri0000000I3XVEA0,12000,1000,0,1000,2014-12-18,2013-12-31,2014-12-17,2013-12-31,
a0Ni0000004cKM1EAM,a0Ri0000000I3XTEA0,,12,0,,2014-12-18,2013-12-31,2014-12-17,2013-12-31,12
a0Ni0000004cKM1EAM,a0Ri0000000I3XUEA0,,0,0,,2014-12-18,2013-12-31,2014-12-17,2013-12-31,
a0Ni0000000KVYsEAO,a0Ri0000000I3XSEA0,,0,0,,2013-07-10,2012-07-10,2013-07-09,2012-07-10,
a0Ni0000004cKOqEAM,a0Ri0000000I3XUEA0,,0,0,,2014-05-09,2013-05-08,2014-05-08,2013-05-08,
a0Ni0000004cKOqEAM,a0Ri0000000I3XVEA0,0,2000,0,0,2014-05-09,2013-05-08,2014-05-08,2013-05-08,
a0Ni0000004cKOqEAM,a0Ri0000000I3XWEA0,0,0,0,0,2014-05-09,2013-05-08,2014-05-08,2013-05-08,
a0Ni0000004cKOqEAM,a0Ri0000000I3XTEA0,,30,0,,2014-05-09,2013-05-08,2014-05-08,2013-05-08,0
a0Ni0000004cKOqEAM,a0Ri0000000I3XSEA0,,0,0,,2014-05-09,2013-05-08,2014-05-08,2013-05-08,
a0Ni0000004cKLrEAM,a0Ri0000000I3XUEA0,,0,0,,2014-04-11,2013-04-10,2014-04-10,2013-04-10,
a0Ni0000004cKLrEAM,a0Ri0000000I3XVEA0,-3999.96,4166.67,0,-333.33,2014-04-11,2013-04-10,2014-04-10,2013-04-10,
a0Ni0000004cKLrEAM,a0Ri0000000I3XWEA0,0,0,0,0,2014-04-11,2013-04-10,2014-04-10,2013-04-10,
a0Ni0000004cKLrEAM,a0Ri0000000I3XTEA0,,25,0,,2014-04-11,2013-04-10,2014-04-10,2013-04-10,-5
a0Ni0000004cKLrEAM,a0Ri0000000I3XSEA0,,0,0,,2014-04-11,2013-04-10,2014-04-10,2013-04-10,
a0Ni0000000KVZaEAO,a0Ri0000000I3XUEA0,,0,0,,2013-05-30,2012-06-01,2013-05-29,2012-06-01,
a0Ni0000004cKFFEA2,a0Ri0000000I3XUEA0,,0,0,,2014-06-10,2013-12-09,2014-06-09,2013-12-09,
a0Ni0000004cKFFEA2,a0Ri0000000I3XVEA0,-7400.04,5083.33,0,-616.67,2014-06-10,2013-12-09,2014-06-09,2013-12-09,
a0Ni0000004cKFFEA2,a0Ri0000000I3XWEA0,0,0,0,0,2014-06-10,2013-12-09,2014-06-09,2013-12-09,
a0Ni0000004cKFFEA2,a0Ri0000000I3XTEA0,,35,0,,2014-06-10,2013-12-09,2014-06-09,2013-12-09,-3
a0Ni0000004cKFFEA2,a0Ri0000000I3XSEA0,,0,0,,2014-06-10,2013-12-09,2014-06-09,2013-12-09,
