Account,Name,Date,User,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c
Do not Use1,USERLEVEL,-19,Do not Use1 - User 9,3358,5502,5173,4750
Do not Use1,USERLEVEL,-19,Do not Use1 - User 10,4609,373,171,3123
Do not Use1,USERLEVEL,-20,Do not Use1 - User 1,4130,2398,4271,2216
Do not Use1,USERLEVEL,-20,Do not Use1 - User 2,1033,4182,54,3327
Do not Use1,USERLEVEL,-20,Do not Use1 - User 3,3262,609,1162,2652
Do not Use1,USERLEVEL,-20,Do not Use1 - User 4,3278,2692,176,4618
Do not Use1,USERLEVEL,-20,Do not Use1 - User 5,5728,2971,1108,5736
Do not Use1,USERLEVEL,-20,Do not Use1 - User 6,427,2407,3194,3262
Do not Use1,USERLEVEL,-20,Do not Use1 - User 7,2043,5937,4602,2488
Do not Use1,USERLEVEL,-20,Do not Use1 - User 8,5635,4655,3938,3292
Do not Use1,USERLEVEL,-20,Do not Use1 - User 9,4798,2744,5457,3278
Do not Use1,USERLEVEL,-20,Do not Use1 - User 10,2001,2148,2796,5686
Do not Use1,USERLEVEL,-21,Do not Use1 - User 1,670,4551,5622,988
Do not Use1,USERLEVEL,-21,Do not Use1 - User 2,3836,5544,344,5786
Do not Use1,USERLEVEL,-21,Do not Use1 - User 3,1760,5750,445,5843
Do not Use1,USERLEVEL,-21,Do not Use1 - User 4,2321,3830,4316,5908
Do not Use1,USERLEVEL,-21,Do not Use1 - User 5,2582,1255,4823,1377
Do not Use1,USERLEVEL,-21,Do not Use1 - User 6,4139,2503,3733,3197
Do not Use1,USERLEVEL,-21,Do not Use1 - User 7,690,691,4804,377
Do not Use1,USERLEVEL,-21,Do not Use1 - User 8,174,5775,5439,2734
Do not Use1,USERLEVEL,-21,Do not Use1 - User 9,935,2027,5930,5752
Do not Use1,USERLEVEL,-21,Do not Use1 - User 10,733,1103,3744,2624
Do not Use1,USERLEVEL,-22,Do not Use1 - User 1,3830,5322,3148,5272
Do not Use1,USERLEVEL,-22,Do not Use1 - User 2,1469,3045,5234,4497
Do not Use1,USERLEVEL,-22,Do not Use1 - User 3,5330,1363,2366,384
Do not Use1,USERLEVEL,-22,Do not Use1 - User 4,4158,2506,4291,1060
Do not Use1,USERLEVEL,-22,Do not Use1 - User 5,2974,3509,81,5137
Do not Use1,USERLEVEL,-22,Do not Use1 - User 6,3780,206,364,4536
Do not Use1,USERLEVEL,-22,Do not Use1 - User 7,4192,3633,1309,2766
Do not Use1,USERLEVEL,-22,Do not Use1 - User 8,3473,976,504,452
Do not Use1,USERLEVEL,-22,Do not Use1 - User 9,5876,5125,4392,4580
Do not Use1,USERLEVEL,-22,Do not Use1 - User 10,3939,4682,140,5749
Do not Use1,USERLEVEL,-23,Do not Use1 - User 1,350,455,2904,3903
Do not Use1,USERLEVEL,-23,Do not Use1 - User 2,1567,4682,1715,370
Do not Use1,USERLEVEL,-23,Do not Use1 - User 3,2384,1136,681,5425
Do not Use1,USERLEVEL,-23,Do not Use1 - User 4,2683,1638,5817,3646
Do not Use1,USERLEVEL,-23,Do not Use1 - User 5,442,3527,3837,2522
Do not Use1,USERLEVEL,-23,Do not Use1 - User 6,1339,2213,5393,5541
Do not Use1,USERLEVEL,-23,Do not Use1 - User 7,3674,1601,1713,5084
Do not Use1,USERLEVEL,-23,Do not Use1 - User 8,2118,1042,1620,1701
Do not Use1,USERLEVEL,-23,Do not Use1 - User 9,2513,2592,1247,1153
Do not Use1,USERLEVEL,-23,Do not Use1 - User 10,4682,2732,1089,2062
Do not Use1,USERLEVEL,-24,Do not Use1 - User 1,177,5327,5144,2599
Do not Use1,USERLEVEL,-24,Do not Use1 - User 2,4214,643,3686,5126
Do not Use1,USERLEVEL,-24,Do not Use1 - User 3,3503,5346,3961,4284
Do not Use1,USERLEVEL,-24,Do not Use1 - User 4,4667,758,3818,5566
Do not Use1,USERLEVEL,-24,Do not Use1 - User 5,3077,140,2161,1302
Do not Use1,USERLEVEL,-24,Do not Use1 - User 6,724,5340,4314,2428
Do not Use1,USERLEVEL,-24,Do not Use1 - User 7,4143,3300,890,648
Do not Use1,USERLEVEL,-24,Do not Use1 - User 8,3275,4215,1615,5888
Do not Use1,USERLEVEL,-24,Do not Use1 - User 9,2906,5219,3187,214
Do not Use1,USERLEVEL,-24,Do not Use1 - User 10,4910,1963,4639,286
Do not Use1,USERLEVEL,-25,Do not Use1 - User 1,2561,4430,5358,3349
Do not Use1,USERLEVEL,-25,Do not Use1 - User 2,454,2793,2233,5367
Do not Use1,USERLEVEL,-25,Do not Use1 - User 3,2537,1984,3946,5460
Do not Use1,USERLEVEL,-25,Do not Use1 - User 4,3841,758,1612,2850
Do not Use1,USERLEVEL,-25,Do not Use1 - User 5,4348,4197,2169,1226
Do not Use1,USERLEVEL,-25,Do not Use1 - User 6,2021,1363,5059,1016
Do not Use1,USERLEVEL,-25,Do not Use1 - User 7,3780,2655,5683,1099
Do not Use1,USERLEVEL,-25,Do not Use1 - User 8,3867,4430,4045,5829
Do not Use1,USERLEVEL,-25,Do not Use1 - User 9,5669,2464,2314,182
Do not Use1,USERLEVEL,-25,Do not Use1 - User 10,2909,28,3029,5483
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-1,EVERTIS DE MEXICO SA DE CV - User 1,3331,4283,1801,140
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-1,EVERTIS DE MEXICO SA DE CV - User 2,944,4049,3134,4767
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-1,EVERTIS DE MEXICO SA DE CV - User 3,1941,2548,1250,4541
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-1,EVERTIS DE MEXICO SA DE CV - User 4,5813,4153,4514,691
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-1,EVERTIS DE MEXICO SA DE CV - User 5,5645,5801,1269,114
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-1,EVERTIS DE MEXICO SA DE CV - User 6,559,5894,5945,1498
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-1,EVERTIS DE MEXICO SA DE CV - User 7,3733,4212,3918,3598
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-1,EVERTIS DE MEXICO SA DE CV - User 8,5028,5680,2042,5051
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-1,EVERTIS DE MEXICO SA DE CV - User 9,730,3823,2647,2165
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-1,EVERTIS DE MEXICO SA DE CV - User 10,2512,5015,2447,4991
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-2,EVERTIS DE MEXICO SA DE CV - User 1,2371,4796,4176,3428
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-2,EVERTIS DE MEXICO SA DE CV - User 2,2995,5590,2026,2409
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-2,EVERTIS DE MEXICO SA DE CV - User 3,1007,3985,2569,4348
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-2,EVERTIS DE MEXICO SA DE CV - User 4,1288,6,1567,684
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-2,EVERTIS DE MEXICO SA DE CV - User 5,1879,1256,5378,460
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-2,EVERTIS DE MEXICO SA DE CV - User 6,2983,3995,5221,1367
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-2,EVERTIS DE MEXICO SA DE CV - User 7,1589,3645,3502,1314
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-2,EVERTIS DE MEXICO SA DE CV - User 8,2259,1184,2143,3069
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-2,EVERTIS DE MEXICO SA DE CV - User 9,4312,1508,5414,4351
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-2,EVERTIS DE MEXICO SA DE CV - User 10,3817,5508,5476,3577
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-3,EVERTIS DE MEXICO SA DE CV - User 1,2327,2178,297,4717
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-3,EVERTIS DE MEXICO SA DE CV - User 2,5761,709,1102,907
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-3,EVERTIS DE MEXICO SA DE CV - User 3,2930,2153,2122,5838
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-3,EVERTIS DE MEXICO SA DE CV - User 4,5436,5026,1340,5243
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-3,EVERTIS DE MEXICO SA DE CV - User 5,2106,2035,3798,584
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-3,EVERTIS DE MEXICO SA DE CV - User 6,2006,2828,1664,5105
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-3,EVERTIS DE MEXICO SA DE CV - User 7,3443,3511,2554,4627
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-3,EVERTIS DE MEXICO SA DE CV - User 8,3556,3804,284,3758
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-3,EVERTIS DE MEXICO SA DE CV - User 9,5579,4402,3289,1172
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-3,EVERTIS DE MEXICO SA DE CV - User 10,3298,4691,2638,5787
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-4,EVERTIS DE MEXICO SA DE CV - User 1,2010,4587,5041,4909
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-4,EVERTIS DE MEXICO SA DE CV - User 2,5226,3953,3536,2141
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-4,EVERTIS DE MEXICO SA DE CV - User 3,4201,1477,2585,2935
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-4,EVERTIS DE MEXICO SA DE CV - User 4,935,4988,2852,445
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-4,EVERTIS DE MEXICO SA DE CV - User 5,2026,865,4532,1571
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-4,EVERTIS DE MEXICO SA DE CV - User 6,1326,5135,2224,4623
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-4,EVERTIS DE MEXICO SA DE CV - User 7,5046,4329,3704,1917
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-4,EVERTIS DE MEXICO SA DE CV - User 8,1748,4799,2895,5611
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-4,EVERTIS DE MEXICO SA DE CV - User 9,275,1741,733,945
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-4,EVERTIS DE MEXICO SA DE CV - User 10,5549,4837,960,4202
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-5,EVERTIS DE MEXICO SA DE CV - User 1,2798,4899,5710,4512
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-5,EVERTIS DE MEXICO SA DE CV - User 2,1668,5685,4271,5412
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-5,EVERTIS DE MEXICO SA DE CV - User 3,1376,5317,1312,418
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-5,EVERTIS DE MEXICO SA DE CV - User 4,1287,4256,4215,5509
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-5,EVERTIS DE MEXICO SA DE CV - User 5,11,1575,557,1483
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-5,EVERTIS DE MEXICO SA DE CV - User 6,1459,4885,4989,2262
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-5,EVERTIS DE MEXICO SA DE CV - User 7,4559,3098,4369,1975
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-5,EVERTIS DE MEXICO SA DE CV - User 8,4438,3049,5704,3285
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-5,EVERTIS DE MEXICO SA DE CV - User 9,3948,1630,2092,3829
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-5,EVERTIS DE MEXICO SA DE CV - User 10,1884,2793,3858,2956
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-6,EVERTIS DE MEXICO SA DE CV - User 1,777,765,3041,2479
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-6,EVERTIS DE MEXICO SA DE CV - User 2,2136,2885,3437,5647
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-6,EVERTIS DE MEXICO SA DE CV - User 3,4571,2824,649,4397
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-6,EVERTIS DE MEXICO SA DE CV - User 4,2539,4964,4867,2983
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-6,EVERTIS DE MEXICO SA DE CV - User 5,5946,5648,829,1524
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-6,EVERTIS DE MEXICO SA DE CV - User 6,1971,2759,3761,3010
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-6,EVERTIS DE MEXICO SA DE CV - User 7,2430,4666,2394,652
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-6,EVERTIS DE MEXICO SA DE CV - User 8,3976,4123,1796,1818
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-6,EVERTIS DE MEXICO SA DE CV - User 9,484,2580,1674,2981
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-6,EVERTIS DE MEXICO SA DE CV - User 10,1107,4074,3642,1925
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-7,EVERTIS DE MEXICO SA DE CV - User 1,2850,3436,4628,5511
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-7,EVERTIS DE MEXICO SA DE CV - User 2,3264,3455,2675,5069
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-7,EVERTIS DE MEXICO SA DE CV - User 3,1973,451,1168,4416
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-7,EVERTIS DE MEXICO SA DE CV - User 4,2308,2634,1448,3078
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-7,EVERTIS DE MEXICO SA DE CV - User 5,4858,1659,3806,521
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-7,EVERTIS DE MEXICO SA DE CV - User 6,2579,958,2236,1760
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-7,EVERTIS DE MEXICO SA DE CV - User 7,2706,4477,3072,5377
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-7,EVERTIS DE MEXICO SA DE CV - User 8,5069,4427,1973,5329
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-7,EVERTIS DE MEXICO SA DE CV - User 9,3284,3237,1522,3000
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-7,EVERTIS DE MEXICO SA DE CV - User 10,1082,4093,982,1693
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-8,EVERTIS DE MEXICO SA DE CV - User 1,1458,2261,3114,5102
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-8,EVERTIS DE MEXICO SA DE CV - User 2,4041,5224,4440,4378
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-8,EVERTIS DE MEXICO SA DE CV - User 3,2443,5592,527,3512
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-8,EVERTIS DE MEXICO SA DE CV - User 4,4942,607,3152,4197
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-8,EVERTIS DE MEXICO SA DE CV - User 5,1131,3642,1283,3443
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-8,EVERTIS DE MEXICO SA DE CV - User 6,4359,10,5147,5970
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-8,EVERTIS DE MEXICO SA DE CV - User 7,1272,4424,343,680
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-8,EVERTIS DE MEXICO SA DE CV - User 8,4069,1051,955,4405
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-8,EVERTIS DE MEXICO SA DE CV - User 9,1726,4459,900,4401
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-8,EVERTIS DE MEXICO SA DE CV - User 10,2149,3521,1492,1181
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-9,EVERTIS DE MEXICO SA DE CV - User 1,2360,3755,3980,2810
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-9,EVERTIS DE MEXICO SA DE CV - User 2,143,1794,5678,1179
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-9,EVERTIS DE MEXICO SA DE CV - User 3,1959,3641,3252,3781
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-9,EVERTIS DE MEXICO SA DE CV - User 4,554,1417,1546,5915
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-9,EVERTIS DE MEXICO SA DE CV - User 5,3350,339,3238,4122
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-9,EVERTIS DE MEXICO SA DE CV - User 6,2551,5057,4472,2275
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-9,EVERTIS DE MEXICO SA DE CV - User 7,406,3285,3481,4179
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-9,EVERTIS DE MEXICO SA DE CV - User 8,2247,5774,2763,5264
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-9,EVERTIS DE MEXICO SA DE CV - User 9,5993,3395,5190,1369
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-9,EVERTIS DE MEXICO SA DE CV - User 10,3118,4149,2009,3173
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-10,EVERTIS DE MEXICO SA DE CV - User 1,2853,844,1631,5276
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-10,EVERTIS DE MEXICO SA DE CV - User 2,976,2085,5377,2651
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-10,EVERTIS DE MEXICO SA DE CV - User 3,2075,928,2696,3839
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-10,EVERTIS DE MEXICO SA DE CV - User 4,205,3580,3670,4943
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-10,EVERTIS DE MEXICO SA DE CV - User 5,993,4058,1193,3511
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-10,EVERTIS DE MEXICO SA DE CV - User 6,1214,2531,4813,3774
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-10,EVERTIS DE MEXICO SA DE CV - User 7,5997,4791,5637,4095
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-10,EVERTIS DE MEXICO SA DE CV - User 8,5076,812,3143,2908
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-10,EVERTIS DE MEXICO SA DE CV - User 9,3197,250,5665,1248
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-10,EVERTIS DE MEXICO SA DE CV - User 10,1394,5947,5845,5234
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-11,EVERTIS DE MEXICO SA DE CV - User 1,54,2286,4484,4048
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-11,EVERTIS DE MEXICO SA DE CV - User 2,1204,979,3222,5345
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-11,EVERTIS DE MEXICO SA DE CV - User 3,3340,5437,5055,1412
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-11,EVERTIS DE MEXICO SA DE CV - User 4,4391,1154,2187,3123
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-11,EVERTIS DE MEXICO SA DE CV - User 5,3615,2453,4974,3323
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-11,EVERTIS DE MEXICO SA DE CV - User 6,5107,3250,4725,5916
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-11,EVERTIS DE MEXICO SA DE CV - User 7,3672,1705,1876,1611
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-11,EVERTIS DE MEXICO SA DE CV - User 8,4898,2938,377,3019
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-11,EVERTIS DE MEXICO SA DE CV - User 9,3445,3038,1161,3520
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-11,EVERTIS DE MEXICO SA DE CV - User 10,858,4438,5711,1107
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-12,EVERTIS DE MEXICO SA DE CV - User 1,3562,4504,5053,3650
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-12,EVERTIS DE MEXICO SA DE CV - User 2,5640,3609,2190,4003
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-12,EVERTIS DE MEXICO SA DE CV - User 3,2566,2593,1207,1982
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-12,EVERTIS DE MEXICO SA DE CV - User 4,702,1029,1471,4061
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-12,EVERTIS DE MEXICO SA DE CV - User 5,1404,4309,2490,4121
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-12,EVERTIS DE MEXICO SA DE CV - User 6,3870,1034,1180,2688
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-12,EVERTIS DE MEXICO SA DE CV - User 7,1456,4181,2372,5086
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-12,EVERTIS DE MEXICO SA DE CV - User 8,5970,5775,1329,2197
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-12,EVERTIS DE MEXICO SA DE CV - User 9,5353,2925,3748,4535
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-12,EVERTIS DE MEXICO SA DE CV - User 10,1701,3051,1025,2336
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-13,EVERTIS DE MEXICO SA DE CV - User 1,4684,4604,0,5203
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-13,EVERTIS DE MEXICO SA DE CV - User 2,5452,1447,2939,4550
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-13,EVERTIS DE MEXICO SA DE CV - User 3,5770,5674,1354,5717
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-13,EVERTIS DE MEXICO SA DE CV - User 4,244,161,5852,4428
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-13,EVERTIS DE MEXICO SA DE CV - User 5,4945,4700,2356,5051
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-13,EVERTIS DE MEXICO SA DE CV - User 6,184,497,2980,2453
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-13,EVERTIS DE MEXICO SA DE CV - User 7,3186,3537,2071,372
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-13,EVERTIS DE MEXICO SA DE CV - User 8,5068,387,1939,1017
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-13,EVERTIS DE MEXICO SA DE CV - User 9,1265,4955,4494,1592
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-13,EVERTIS DE MEXICO SA DE CV - User 10,3415,613,3371,140
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-14,EVERTIS DE MEXICO SA DE CV - User 1,1563,4970,5156,75
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-14,EVERTIS DE MEXICO SA DE CV - User 2,5678,1911,879,3249
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-14,EVERTIS DE MEXICO SA DE CV - User 3,1002,966,3318,2906
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-14,EVERTIS DE MEXICO SA DE CV - User 4,3654,4552,5474,1669
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-14,EVERTIS DE MEXICO SA DE CV - User 5,5441,257,2886,2817
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-14,EVERTIS DE MEXICO SA DE CV - User 6,3439,4040,1995,754
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-14,EVERTIS DE MEXICO SA DE CV - User 7,1767,2300,3879,5005
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-14,EVERTIS DE MEXICO SA DE CV - User 8,1006,5276,4670,5393
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-14,EVERTIS DE MEXICO SA DE CV - User 9,3615,5294,850,2843
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-14,EVERTIS DE MEXICO SA DE CV - User 10,4610,5149,977,4912
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-15,EVERTIS DE MEXICO SA DE CV - User 1,4220,185,3766,4669
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-15,EVERTIS DE MEXICO SA DE CV - User 2,2410,3503,539,5528
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-15,EVERTIS DE MEXICO SA DE CV - User 3,4692,1519,4061,93
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-15,EVERTIS DE MEXICO SA DE CV - User 4,362,768,357,3173
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-15,EVERTIS DE MEXICO SA DE CV - User 5,197,5355,2969,4318
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-15,EVERTIS DE MEXICO SA DE CV - User 6,2412,5363,593,4962
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-15,EVERTIS DE MEXICO SA DE CV - User 7,1204,1040,1711,1174
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-15,EVERTIS DE MEXICO SA DE CV - User 8,5877,2620,5711,1936
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-15,EVERTIS DE MEXICO SA DE CV - User 9,5541,1443,4096,4242
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-15,EVERTIS DE MEXICO SA DE CV - User 10,5985,634,4129,1166
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-16,EVERTIS DE MEXICO SA DE CV - User 1,5841,5836,2027,3634
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-16,EVERTIS DE MEXICO SA DE CV - User 2,4741,793,991,3659
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-16,EVERTIS DE MEXICO SA DE CV - User 3,2296,4910,4210,5386
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-16,EVERTIS DE MEXICO SA DE CV - User 4,5467,5826,3270,321
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-16,EVERTIS DE MEXICO SA DE CV - User 5,4930,4796,1474,2155
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-16,EVERTIS DE MEXICO SA DE CV - User 6,2426,1254,3206,5561
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-16,EVERTIS DE MEXICO SA DE CV - User 7,2118,4649,1220,3858
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-16,EVERTIS DE MEXICO SA DE CV - User 8,3869,4594,2355,5484
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-16,EVERTIS DE MEXICO SA DE CV - User 9,992,5142,5793,937
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-16,EVERTIS DE MEXICO SA DE CV - User 10,3086,2626,4185,3490
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-17,EVERTIS DE MEXICO SA DE CV - User 1,3405,5256,5701,4098
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-17,EVERTIS DE MEXICO SA DE CV - User 2,657,3883,1547,1680
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-17,EVERTIS DE MEXICO SA DE CV - User 3,754,622,2286,4885
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-17,EVERTIS DE MEXICO SA DE CV - User 4,5649,962,5319,5642
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-17,EVERTIS DE MEXICO SA DE CV - User 5,3740,3902,982,1810
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-17,EVERTIS DE MEXICO SA DE CV - User 6,2258,3282,4035,4981
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-17,EVERTIS DE MEXICO SA DE CV - User 7,3060,2628,4303,2906
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-17,EVERTIS DE MEXICO SA DE CV - User 8,5231,4282,2911,1910
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-17,EVERTIS DE MEXICO SA DE CV - User 9,2895,1935,1951,1063
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-17,EVERTIS DE MEXICO SA DE CV - User 10,4394,3624,926,1915
EVERTIS DE MEXICO SA DE CV,USERLEVEL,-18,EVERTIS DE MEXICO SA DE CV - User 1,2019,188,1081,1178
