Account,Name,Date,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-17,1699,4258,9293,8467,502,656,176,1406,1533
TERENTRO SA DE CV,ACCOUNTLEVEL,-17,13052,8770,18322,3995,366,1001,394,1269,2448
FUNTASTIC LIMITED,ACCOUNTLEVEL,-17,799,2053,5641,9960,797,726,172,1075,1706
DeeTag USA,ACCOUNTLEVEL,-17,18493,11315,6662,16470,502,699,140,1618,1895
Lakeland Village,ACCOUNTLEVEL,-17,5098,14103,9094,7596,488,948,342,1416,2471
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-17,3212,3275,3969,15427,544,769,27,1735,1502
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-17,2867,1191,18273,8340,671,646,58,1614,2120
Do not Use1,ACCOUNTLEVEL,-17,10960,5565,11440,5289,704,691,56,1464,1702
Oil Chem Research Corp,ACCOUNTLEVEL,-17,7592,2671,11775,2590,666,935,388,1113,1655
LICK ELEVATOR,ACCOUNTLEVEL,-17,912,10997,18119,13000,608,1080,271,1398,2418
Quanex Screens LLC,ACCOUNTLEVEL,-17,14359,11524,9263,11841,766,994,104,1867,1771
A and T unlimit Limited,ACCOUNTLEVEL,-16,11927,8308,17598,2393,539,1022,421,1911,2157
Sienna Gold Ltd,ACCOUNTLEVEL,-16,11731,8008,1248,6970,435,959,249,1303,2047
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-16,5655,12431,5911,6473,624,904,183,1860,1692
Murex N.A. Ltd,ACCOUNTLEVEL,-16,17170,16510,5400,3588,411,820,98,1508,1654
Via Systems,ACCOUNTLEVEL,-16,8300,4062,3224,12769,794,1047,57,1828,2187
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-16,17317,7892,426,7315,579,995,200,1330,2112
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-16,2251,18484,2758,13454,517,810,245,2000,1938
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-16,11946,12766,12956,15518,583,874,496,1007,1996
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-16,17822,8512,1441,11304,621,1019,147,1339,1925
Anunay Fab Ltd,ACCOUNTLEVEL,-16,830,1629,17258,3434,666,656,466,1056,1711
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-16,2743,10582,14900,5171,719,668,237,1035,2378
Jadow B & Sons Inc,ACCOUNTLEVEL,-16,2813,17240,3452,16155,650,999,456,1193,2052
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-16,1193,6751,16823,14790,395,985,66,1912,2014
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-16,2465,5655,6802,11947,738,961,206,1975,2377
Alltech Automotive LLC,ACCOUNTLEVEL,-16,3231,14889,15900,392,346,832,348,1766,2420
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-16,1404,10003,17967,14008,664,932,7,1723,1694
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-16,17640,12712,1017,8654,387,1048,70,1730,1596
ATTEBURY GRAIN,ACCOUNTLEVEL,-16,5019,9938,7155,6354,397,658,419,1753,2257
Vicor,ACCOUNTLEVEL,-16,5759,7027,8029,5679,740,613,77,1633,2170
Baja Inc,ACCOUNTLEVEL,-16,16032,6150,322,5033,611,1031,497,1942,1924
National Assn of Printing Ink,ACCOUNTLEVEL,-16,16312,12743,2518,9185,565,1043,394,1558,1852
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-16,13360,962,15224,6308,369,1050,285,1634,2251
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-16,1536,2060,13662,14252,575,913,325,1277,1892
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-16,7159,8160,1169,5391,409,721,109,1635,1669
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-16,10746,4900,10256,898,740,668,45,1645,1809
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-16,17928,7745,15050,7263,525,608,85,1495,2468
Triumph Tool NC Inc,ACCOUNTLEVEL,-16,1806,23,7099,16070,522,988,41,1502,1905
Darta NV,ACCOUNTLEVEL,-16,685,12049,3330,2332,540,1078,90,1384,2028
COTY UK LTD,ACCOUNTLEVEL,-16,3425,14949,7637,2928,606,881,171,1927,1581
Deal Partners Limited,ACCOUNTLEVEL,-16,13185,16958,580,9222,756,914,171,1132,1862
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-16,16983,12690,10675,3353,538,958,447,1737,2124
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-16,12911,845,4554,17527,719,1090,310,1439,2273
GKN Sinter Metals,ACCOUNTLEVEL,-16,5262,7551,1326,10765,443,644,206,1529,1645
AGENCE PRESSE,ACCOUNTLEVEL,-16,4722,5473,9668,3344,524,697,283,1224,2184
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-16,3291,7162,6822,7523,706,1024,164,1773,2025
AUREA SOFTWARE INC,ACCOUNTLEVEL,-16,12146,6304,617,17154,495,811,361,1199,2029
Ocean Sports Wear,ACCOUNTLEVEL,-16,11097,8765,796,17626,629,905,369,1789,1727
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-16,6444,10798,17276,776,481,658,268,1697,1663
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-16,12877,359,13463,16238,748,892,275,1585,1547
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-16,5980,17257,3886,17022,434,993,108,1202,2399
UNIFOODS SA DE CV,ACCOUNTLEVEL,-16,4281,12008,16735,11414,311,1059,352,1910,1594
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-16,13064,10521,4695,5042,445,910,481,1830,1894
JARDINS DE NORTENE,ACCOUNTLEVEL,-16,12134,1339,208,4304,777,797,6,1878,1604
Terry Store age spa,ACCOUNTLEVEL,-16,14019,9999,144,5244,391,655,285,1982,1846
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-16,1535,15099,4342,2518,522,1069,341,1476,2471
ST. CLAIR SERVICE,ACCOUNTLEVEL,-16,8052,14104,16414,4026,480,940,274,1941,1673
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-16,18893,6688,7293,811,395,913,214,1773,1517
CARNES KM SA DE CV,ACCOUNTLEVEL,-16,7245,15513,15422,8598,329,934,8,1760,2082
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-16,17720,16038,17053,2753,364,982,252,1433,1686
COMNET SA DE CV,ACCOUNTLEVEL,-16,11966,18817,1390,5565,586,1094,165,1414,1647
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-16,10727,4841,9143,3774,559,636,59,1870,1559
FRUITCORP SA DE CV,ACCOUNTLEVEL,-16,6194,18170,18637,15518,640,743,361,1808,2452
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-16,1524,17258,17707,1231,760,927,160,1421,2197
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-16,10920,12241,17900,16422,380,794,425,1997,1750
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-16,8062,14867,5060,13490,397,837,466,1859,2018
K & S Contractors Supply Co,ACCOUNTLEVEL,-16,4885,16757,7604,6904,389,951,82,1314,1957
Tioga Hardwoods Inc,ACCOUNTLEVEL,-16,16655,15871,12976,17177,370,826,252,1760,1515
GHCL Limited,ACCOUNTLEVEL,-16,8352,17602,3088,16721,368,884,400,1296,1729
Motion Industries Inc.,ACCOUNTLEVEL,-16,14211,15795,8183,12844,583,811,195,1896,1669
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-16,7839,10565,2678,15230,390,675,152,1524,1605
Quantum Foods,ACCOUNTLEVEL,-16,12386,18664,17306,3087,400,830,332,1562,1531
Family Magazine,ACCOUNTLEVEL,-16,15882,1935,6142,16138,690,933,319,1420,1629
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-16,3582,14267,6236,15279,649,1004,80,1274,1821
Innovative Laser Inc,ACCOUNTLEVEL,-16,9684,17001,5856,6247,787,639,385,1262,2029
Addis Housewares Ltd,ACCOUNTLEVEL,-16,17147,16282,15536,8786,717,921,257,1040,1825
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-16,12402,15275,513,6532,460,888,295,1441,1512
APLNG,ACCOUNTLEVEL,-16,12710,14344,13242,1407,360,1081,304,1903,1718
Quince Hungary Kft,ACCOUNTLEVEL,-16,1863,7763,9826,3799,691,692,223,1419,2365
Jandel Scientific Inc.,ACCOUNTLEVEL,-16,3269,7292,13219,4518,367,1053,250,1535,1843
Viking Tool & Steel,ACCOUNTLEVEL,-16,10685,15605,9415,18,558,838,124,1702,1781
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-16,13719,4009,1102,15208,772,649,204,1446,2241
MAPE USA,ACCOUNTLEVEL,-16,10331,16158,17299,15055,663,609,40,1859,1536
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-16,6652,8517,10854,13882,339,946,345,1286,1653
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-16,18604,14343,7320,3151,700,1045,89,1028,2205
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-16,1813,4921,15620,1166,528,1094,169,1907,1786
M&M SERVICE CO,ACCOUNTLEVEL,-16,15009,17921,6465,11441,748,1070,365,1272,1717
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-16,755,13227,15912,10622,364,621,481,1926,2140
L and P Financial Services Co,ACCOUNTLEVEL,-16,13187,445,1605,3434,684,1082,273,1883,1924
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-16,12465,8866,10552,13202,441,976,321,1054,1846
CATMADER SL,ACCOUNTLEVEL,-16,9797,17937,7101,15165,327,837,252,1050,2033
Tekno Inc,ACCOUNTLEVEL,-16,14211,16235,11827,2169,777,827,160,1007,1768
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-16,10497,12127,16349,16183,599,988,2,1350,2371
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-16,15334,6963,457,1825,696,784,148,1764,1599
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-16,7813,8297,12118,1968,756,737,47,1757,2346
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-16,7983,13103,12466,15965,370,896,286,1855,1878
COMERGALV SA DE CV,ACCOUNTLEVEL,-16,8481,697,5488,15384,399,906,213,1620,1684
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-16,6227,18280,10165,8609,762,905,363,1133,1509
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-16,4134,1485,13716,4684,701,750,172,1662,1726
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-16,11584,4678,10870,1390,475,648,144,1636,1975
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-16,6593,10297,9713,17211,687,999,18,1821,1808
TERENTRO SA DE CV,ACCOUNTLEVEL,-16,3841,15279,9848,14266,626,631,354,1115,2487
FUNTASTIC LIMITED,ACCOUNTLEVEL,-16,7620,251,4698,17870,346,612,476,1388,2409
DeeTag USA,ACCOUNTLEVEL,-16,16897,13434,18211,12712,762,998,468,1417,2212
Lakeland Village,ACCOUNTLEVEL,-16,1127,5541,17918,9021,766,841,312,1037,2002
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-16,9213,13241,2762,4122,566,932,256,1108,1558
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-16,18542,4305,1474,5158,420,600,254,1194,1899
Do not Use1,ACCOUNTLEVEL,-16,9223,16402,17544,5993,417,618,70,1194,1778
Oil Chem Research Corp,ACCOUNTLEVEL,-16,385,10965,13237,6259,524,807,54,1436,2457
LICK ELEVATOR,ACCOUNTLEVEL,-16,5662,7818,1265,4808,541,949,26,1607,2393
Quanex Screens LLC,ACCOUNTLEVEL,-16,6183,13025,4539,3789,773,663,354,1711,2071
A and T unlimit Limited,ACCOUNTLEVEL,-15,2806,8973,17159,15669,596,679,476,1404,2056
Sienna Gold Ltd,ACCOUNTLEVEL,-15,12953,840,8386,11903,703,694,305,1233,1906
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-15,18135,1936,17231,483,564,793,362,1106,1902
Murex N.A. Ltd,ACCOUNTLEVEL,-15,7989,17712,4945,3715,643,920,406,1764,2403
Via Systems,ACCOUNTLEVEL,-15,691,6913,6780,15637,768,932,299,1958,2133
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-15,4205,6611,215,13669,768,928,38,1850,1766
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-15,11649,10844,15685,7527,789,659,380,1972,1689
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-15,1637,17482,8751,10967,677,889,160,1945,2178
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-15,1278,992,6712,1280,537,956,60,1213,1843
Anunay Fab Ltd,ACCOUNTLEVEL,-15,15025,12756,18914,14641,342,996,299,1754,2243
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-15,14788,7225,10183,16130,487,665,197,1450,2078
Jadow B & Sons Inc,ACCOUNTLEVEL,-15,10077,5032,15640,15117,439,1066,209,1270,1846
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-15,2729,4581,4119,12661,704,1015,130,1813,1867
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-15,10810,3852,17673,28,621,882,212,1585,2325
Alltech Automotive LLC,ACCOUNTLEVEL,-15,6849,433,8823,5826,550,795,4,1616,2467
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-15,5223,7856,17391,17679,746,932,206,1465,1857
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-15,5526,2576,8923,15952,367,876,180,1390,1875
ATTEBURY GRAIN,ACCOUNTLEVEL,-15,16431,13202,17949,18367,723,1058,478,1065,2331
Vicor,ACCOUNTLEVEL,-15,3902,8559,12673,6096,512,631,437,1674,1876
Baja Inc,ACCOUNTLEVEL,-15,1568,17970,14741,925,739,601,212,1677,2489
National Assn of Printing Ink,ACCOUNTLEVEL,-15,7800,5454,6662,6190,672,710,418,1051,2073
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-15,4131,6066,8513,821,333,741,191,1644,2240
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-15,18764,1782,8760,11681,456,1015,349,1247,2214
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-15,10281,8536,2669,12968,302,884,414,1601,1662
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-15,11139,11799,3754,7848,528,1022,346,1395,1933
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-15,9657,18408,1536,8414,629,1007,272,1440,1662
Triumph Tool NC Inc,ACCOUNTLEVEL,-15,10344,11438,3543,470,787,630,220,1392,2194
Darta NV,ACCOUNTLEVEL,-15,18207,2802,10146,9248,539,617,450,1739,1903
COTY UK LTD,ACCOUNTLEVEL,-15,8016,16932,3069,9052,699,857,374,1968,2419
Deal Partners Limited,ACCOUNTLEVEL,-15,18622,10037,18584,6720,656,848,100,1040,2462
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-15,9298,17769,11966,6144,498,792,95,1175,2465
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-15,13031,14296,10573,6809,555,882,453,1758,2278
GKN Sinter Metals,ACCOUNTLEVEL,-15,2294,17372,7388,13096,406,649,34,1454,2206
AGENCE PRESSE,ACCOUNTLEVEL,-15,509,5564,8313,11709,366,803,280,1684,1639
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-15,10299,5842,10394,3985,604,1022,480,1956,1674
AUREA SOFTWARE INC,ACCOUNTLEVEL,-15,4736,14960,8489,11387,610,643,26,1222,1715
Ocean Sports Wear,ACCOUNTLEVEL,-15,11509,6666,1065,1843,446,907,480,1763,1706
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-15,4887,12605,15099,5465,336,1071,383,1057,1882
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-15,6353,16777,10126,4052,448,883,359,1699,2437
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-15,3617,13874,15140,5586,691,736,344,1924,2251
UNIFOODS SA DE CV,ACCOUNTLEVEL,-15,16855,6048,3012,12212,616,1065,35,1629,2468
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-15,7988,1404,5923,14873,321,650,206,1386,2394
JARDINS DE NORTENE,ACCOUNTLEVEL,-15,16131,12195,5858,13913,779,975,227,1907,2303
Terry Store age spa,ACCOUNTLEVEL,-15,1089,1932,15231,1160,455,1091,289,1427,1628
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-15,10869,8041,14054,9875,383,927,159,1348,2235
ST. CLAIR SERVICE,ACCOUNTLEVEL,-15,3788,925,8539,9421,341,613,161,1214,1889
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-15,13520,8929,4565,14105,718,888,348,1711,2173
CARNES KM SA DE CV,ACCOUNTLEVEL,-15,7523,7121,2844,7385,320,1069,195,1088,1685
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-15,17088,17292,9119,411,312,708,478,1276,2171
COMNET SA DE CV,ACCOUNTLEVEL,-15,18080,11494,6464,5112,508,651,62,1250,1923
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-15,18382,14895,7246,14445,532,1049,249,1145,2481
FRUITCORP SA DE CV,ACCOUNTLEVEL,-15,16977,10009,8622,5681,683,665,46,1795,2466
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-15,5437,7043,7930,5161,558,767,40,1351,2236
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-15,14201,5006,17493,9182,434,737,492,1809,2288
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-15,6990,17940,1859,15445,371,916,313,1982,1506
K & S Contractors Supply Co,ACCOUNTLEVEL,-15,8613,18208,464,3895,727,646,295,1162,2204
Tioga Hardwoods Inc,ACCOUNTLEVEL,-15,16484,16352,6039,1361,411,785,134,1608,1613
GHCL Limited,ACCOUNTLEVEL,-15,13464,17758,8384,16900,569,733,11,1788,2263
Motion Industries Inc.,ACCOUNTLEVEL,-15,10729,14200,5032,5661,463,680,385,1752,1830
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-15,4509,12916,1650,11762,555,639,495,1199,2325
Quantum Foods,ACCOUNTLEVEL,-15,18853,6097,9352,4605,562,780,268,1899,1641
Family Magazine,ACCOUNTLEVEL,-15,8124,8012,10154,12124,650,899,439,1438,2105
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-15,12220,369,11497,17379,714,957,425,1994,2236
Innovative Laser Inc,ACCOUNTLEVEL,-15,15430,17252,10104,8357,770,880,256,1292,2252
Addis Housewares Ltd,ACCOUNTLEVEL,-15,7302,13722,7031,5000,429,660,185,1331,2256
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-15,15589,13860,7576,470,452,781,314,1068,1506
APLNG,ACCOUNTLEVEL,-15,6608,3823,2893,10648,343,752,275,1872,1931
Quince Hungary Kft,ACCOUNTLEVEL,-15,12526,11534,12623,375,485,750,480,1364,2269
Jandel Scientific Inc.,ACCOUNTLEVEL,-15,17906,8455,5340,15981,424,1082,334,1497,2142
Viking Tool & Steel,ACCOUNTLEVEL,-15,14695,11123,12871,5784,512,793,209,1176,1665
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-15,11332,15541,2759,11662,362,607,298,1465,1758
MAPE USA,ACCOUNTLEVEL,-15,4275,2884,5939,4948,698,729,122,1502,1679
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-15,18118,7109,4249,7587,365,1003,137,1923,2215
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-15,14730,16558,9539,873,767,821,94,1526,2256
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-15,11763,6104,2982,16803,573,1095,144,1043,2167
M&M SERVICE CO,ACCOUNTLEVEL,-15,284,12851,9426,669,442,936,352,1833,1865
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-15,13568,7462,10183,652,538,1060,424,1135,1913
L and P Financial Services Co,ACCOUNTLEVEL,-15,15180,11652,9334,10588,536,1093,305,1058,1744
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-15,14611,1602,2713,11286,495,758,236,1394,2162
CATMADER SL,ACCOUNTLEVEL,-15,3238,4638,13341,11466,680,857,55,1753,1746
Tekno Inc,ACCOUNTLEVEL,-15,5834,8548,9861,17406,784,726,148,1932,2496
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-15,92,1048,2695,2636,792,726,232,1400,1888
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-15,3671,13488,602,14555,663,1083,430,1424,2261
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-15,7053,13912,15991,11929,520,1013,451,1403,2035
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-15,14032,7809,3763,9994,521,683,318,1259,2264
COMERGALV SA DE CV,ACCOUNTLEVEL,-15,13411,2686,14645,10510,798,1017,139,1990,1923
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-15,3036,13660,17081,10215,786,615,370,1408,1597
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-15,5695,3647,5849,15368,575,661,65,1696,1987
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-15,12196,2373,2423,1997,411,1063,22,1170,1765
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-15,10330,2403,1384,8084,372,940,248,1968,1612
TERENTRO SA DE CV,ACCOUNTLEVEL,-15,10982,4780,9724,4754,356,1100,450,1078,2152
FUNTASTIC LIMITED,ACCOUNTLEVEL,-15,14516,5943,5860,8578,507,1055,229,1991,2252
DeeTag USA,ACCOUNTLEVEL,-15,7386,4543,4413,18023,496,935,29,1259,2332
Lakeland Village,ACCOUNTLEVEL,-15,8919,16993,1031,14828,384,842,389,1614,2038
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-15,2413,18398,13106,8124,399,889,426,1233,1986
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-15,14464,16530,13061,4668,757,872,426,1865,2491
Do not Use1,ACCOUNTLEVEL,-15,6439,978,10361,13829,507,843,443,1673,1674
Oil Chem Research Corp,ACCOUNTLEVEL,-15,8226,9190,18692,15432,542,616,161,1604,1568
LICK ELEVATOR,ACCOUNTLEVEL,-15,7423,7372,9239,4020,727,627,96,1742,1969
Quanex Screens LLC,ACCOUNTLEVEL,-15,8903,12096,757,16235,670,804,357,1775,2238
A and T unlimit Limited,ACCOUNTLEVEL,-14,9680,8334,9422,13627,525,771,398,1062,2239
Sienna Gold Ltd,ACCOUNTLEVEL,-14,2628,15240,15980,5632,494,699,128,1793,1830
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-14,6121,1053,933,11463,657,815,382,1762,1859
Murex N.A. Ltd,ACCOUNTLEVEL,-14,6203,5365,12412,3098,433,736,299,1015,2064
Via Systems,ACCOUNTLEVEL,-14,11948,16796,9344,5329,751,991,209,1648,2352
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-14,17038,6881,14371,17888,667,969,163,1336,2437
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-14,7325,661,6810,6124,615,998,496,1157,1594
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-14,18337,1836,1995,437,336,616,113,1262,2375
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-14,5737,11813,9480,16595,688,639,355,1528,2069
Anunay Fab Ltd,ACCOUNTLEVEL,-14,14653,9374,16795,1552,409,958,345,1703,2010
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-14,8446,10169,15599,15620,768,999,118,1672,1662
Jadow B & Sons Inc,ACCOUNTLEVEL,-14,15053,10278,9377,8523,595,803,412,1162,1738
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-14,4899,6745,3038,15544,519,853,387,1602,2454
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-14,14235,5295,17231,18246,650,833,354,1666,2414
Alltech Automotive LLC,ACCOUNTLEVEL,-14,5055,7879,4665,2674,642,1080,354,1983,2066
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-14,15912,11462,11174,3903,438,756,363,1542,1546
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-14,6397,13277,18072,16573,390,1098,238,1887,2291
ATTEBURY GRAIN,ACCOUNTLEVEL,-14,17782,6087,4473,11231,715,786,109,1742,2137
Vicor,ACCOUNTLEVEL,-14,8988,4199,208,10945,493,815,213,1048,1834
Baja Inc,ACCOUNTLEVEL,-14,5665,16560,13382,4872,604,1024,86,1868,1583
National Assn of Printing Ink,ACCOUNTLEVEL,-14,8413,4007,12017,8725,314,931,327,1601,2344
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-14,14186,12041,784,17788,456,991,58,1490,1815
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-14,2428,13148,1841,8790,706,926,394,1033,1931
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-14,2990,16873,18271,13745,465,819,330,1318,1576
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-14,11884,8757,8454,10144,372,822,321,1307,1572
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-14,17393,11417,17814,11490,486,1054,348,1319,1508
Triumph Tool NC Inc,ACCOUNTLEVEL,-14,1960,9912,12360,770,536,812,30,1766,1952
Darta NV,ACCOUNTLEVEL,-14,3002,2389,13086,1765,742,1099,367,1242,2216
COTY UK LTD,ACCOUNTLEVEL,-14,7885,8397,18996,14945,525,913,161,1952,2241
Deal Partners Limited,ACCOUNTLEVEL,-14,12175,11615,9119,1035,667,1084,330,1457,1746
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-14,15238,13526,15042,7558,434,982,87,1475,1793
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-14,7227,7503,179,2037,397,876,211,2000,2128
GKN Sinter Metals,ACCOUNTLEVEL,-14,5081,1763,10436,11326,401,1052,193,1883,2392
AGENCE PRESSE,ACCOUNTLEVEL,-14,6754,12857,6484,13182,740,953,439,1348,1781
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-14,15717,16525,4365,16399,324,752,259,1686,1965
AUREA SOFTWARE INC,ACCOUNTLEVEL,-14,18959,6752,5286,13765,774,848,422,1487,1974
