Account,Name,Date,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Baja Inc,ACCOUNTLEVEL,-9,5195,10844,699,10771,476,846,76,1216,2021
National Assn of Printing Ink,ACCOUNTLEVEL,-9,7129,1404,4010,1237,381,788,79,1077,1685
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-9,1032,12955,6984,10759,636,696,438,1804,2388
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-9,10669,12431,7717,13742,348,748,252,1177,2212
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-9,875,4184,13737,9029,698,1066,173,1828,2083
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-9,6101,594,10387,1348,536,919,437,1707,2109
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-9,14128,8526,877,1160,368,1060,413,1831,2144
Triumph Tool NC Inc,ACCOUNTLEVEL,-9,1543,3144,2574,7210,748,1100,382,1138,1514
Darta NV,ACCOUNTLEVEL,-9,7263,5481,414,12530,488,853,466,1873,2003
COTY UK LTD,ACCOUNTLEVEL,-9,12468,11858,1849,6276,510,736,337,1407,2386
Deal Partners Limited,ACCOUNTLEVEL,-9,5851,2882,8721,5394,752,977,177,1240,2002
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-9,3720,11003,5842,13440,611,970,252,1397,1765
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-9,891,250,14929,587,642,1084,228,1304,2243
GKN Sinter Metals,ACCOUNTLEVEL,-9,9276,4613,14695,8476,519,863,288,1029,1724
AGENCE PRESSE,ACCOUNTLEVEL,-9,1830,4095,14688,10084,741,1060,299,1525,1744
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-9,7673,9702,10591,9381,770,664,311,1212,1860
AUREA SOFTWARE INC,ACCOUNTLEVEL,-9,9717,10472,8217,10373,544,944,416,1903,2324
Ocean Sports Wear,ACCOUNTLEVEL,-9,1830,51,10430,9968,470,782,476,1122,1642
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-9,13377,11204,3025,3231,579,751,315,1761,2032
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-9,12729,4973,2124,2492,452,635,33,1047,1720
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-9,7521,10387,12114,11971,438,815,114,1272,2450
UNIFOODS SA DE CV,ACCOUNTLEVEL,-9,12612,7197,2005,3230,752,963,197,1778,2078
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-9,14776,10570,8649,7687,392,630,240,1305,2474
JARDINS DE NORTENE,ACCOUNTLEVEL,-9,6900,2209,9039,4609,578,604,78,1490,1595
Terry Store age spa,ACCOUNTLEVEL,-9,13736,7425,5650,14681,339,619,441,1868,1630
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-9,944,2076,2895,2378,500,621,243,1051,2458
ST. CLAIR SERVICE,ACCOUNTLEVEL,-9,7397,7935,1276,3374,422,1078,142,1745,2427
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-9,11546,1036,3988,4411,310,750,252,1029,1685
CARNES KM SA DE CV,ACCOUNTLEVEL,-9,2623,7826,10224,3682,409,1059,107,1873,1515
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-9,3247,804,7157,965,397,834,154,1071,1667
COMNET SA DE CV,ACCOUNTLEVEL,-9,7869,8685,12454,5418,695,963,266,1784,1726
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-9,5718,14703,8322,726,765,996,295,1941,1625
FRUITCORP SA DE CV,ACCOUNTLEVEL,-9,7908,8787,1756,9076,417,1079,142,1951,1523
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-9,12938,6332,5121,5330,713,851,402,1753,1700
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-9,8590,13503,5737,7325,656,866,418,1268,2020
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-9,2968,2642,14377,3026,770,712,391,1577,2004
K & S Contractors Supply Co,ACCOUNTLEVEL,-9,1477,3378,7095,1878,534,1010,443,1507,1972
Tioga Hardwoods Inc,ACCOUNTLEVEL,-9,2419,3056,9087,8058,580,1016,180,1727,1833
GHCL Limited,ACCOUNTLEVEL,-9,4551,10686,6209,11844,777,1066,120,1637,2259
Motion Industries Inc.,ACCOUNTLEVEL,-9,3275,14475,1534,6189,330,967,4,1634,2094
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-9,12301,5622,4033,4195,485,702,247,1070,2120
Quantum Foods,ACCOUNTLEVEL,-9,11895,7672,2640,12816,729,786,182,1910,2084
Family Magazine,ACCOUNTLEVEL,-9,9873,8548,11854,7981,715,715,105,1576,2263
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-9,5843,2306,8971,7806,323,854,303,1868,1652
Innovative Laser Inc,ACCOUNTLEVEL,-9,8445,5366,6502,12403,499,654,8,1538,1688
Addis Housewares Ltd,ACCOUNTLEVEL,-9,9195,2235,158,13884,769,922,308,1144,1618
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-9,9598,2081,1863,1660,525,938,269,1308,2261
APLNG,ACCOUNTLEVEL,-9,4950,12488,4365,4023,523,615,154,1035,2191
Quince Hungary Kft,ACCOUNTLEVEL,-9,5292,6414,706,2807,311,609,70,1840,1574
Jandel Scientific Inc.,ACCOUNTLEVEL,-9,11666,2089,10163,1032,378,1065,142,1364,2089
Viking Tool & Steel,ACCOUNTLEVEL,-9,11396,289,6125,11877,698,1049,365,1898,2406
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-9,3279,12893,1946,12438,590,612,486,1778,1920
MAPE USA,ACCOUNTLEVEL,-9,6011,12270,1659,8076,438,888,315,1120,2314
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-9,3458,7235,14036,2273,449,870,455,1429,1534
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-9,3267,12799,14935,9784,506,1066,243,1528,2144
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-9,12071,2163,640,10531,668,715,439,1878,1571
M&M SERVICE CO,ACCOUNTLEVEL,-9,2236,7544,9866,6000,314,696,368,1377,1904
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-9,8642,2341,2090,10309,352,620,299,1611,2191
L and P Financial Services Co,ACCOUNTLEVEL,-9,1063,9622,13158,11138,456,970,492,1276,1839
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-9,11941,64,13661,984,775,680,133,1509,1873
CATMADER SL,ACCOUNTLEVEL,-9,6278,14789,386,4941,630,880,404,1233,1949
Tekno Inc,ACCOUNTLEVEL,-9,119,5591,10897,13194,513,1030,113,1160,2321
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-9,6236,7717,3268,7728,541,775,103,1679,2419
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-9,12871,2996,6890,6771,390,833,111,1774,2407
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-9,9081,13059,2145,3967,759,877,99,1056,2353
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-9,6481,7502,13619,11440,797,991,304,1898,1829
COMERGALV SA DE CV,ACCOUNTLEVEL,-9,1722,89,723,943,310,761,382,1979,2073
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-9,4708,6805,11469,2608,797,905,410,1313,2403
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-9,8807,5935,2302,11336,700,1059,83,1048,1809
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-9,8225,11177,1126,1330,612,632,209,1961,2179
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-9,8750,10925,10831,3413,368,969,207,1337,1548
TERENTRO SA DE CV,ACCOUNTLEVEL,-9,8036,11447,6863,8008,484,682,171,1660,1674
FUNTASTIC LIMITED,ACCOUNTLEVEL,-9,5108,1211,9774,14489,704,686,359,1458,2376
DeeTag USA,ACCOUNTLEVEL,-9,5904,7146,1094,12478,767,675,58,1230,1916
Lakeland Village,ACCOUNTLEVEL,-9,5004,5424,13523,14276,595,639,188,1358,1506
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-9,10791,717,6774,5939,593,945,153,1198,1664
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-9,4178,12550,4627,4914,397,682,341,1376,2215
Do not Use1,ACCOUNTLEVEL,-9,7759,8013,11464,2532,717,762,6,1855,1686
Oil Chem Research Corp,ACCOUNTLEVEL,-9,555,8287,12498,7917,771,898,144,1923,1979
LICK ELEVATOR,ACCOUNTLEVEL,-9,11902,12843,2551,13458,327,992,322,1538,2262
Quanex Screens LLC,ACCOUNTLEVEL,-9,13926,12361,865,9776,375,1062,225,1785,1520
A and T unlimit Limited,ACCOUNTLEVEL,-8,594,2756,7048,5021,585,699,73,1815,1803
Sienna Gold Ltd,ACCOUNTLEVEL,-8,7369,12923,292,12050,662,777,70,1247,2207
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-8,1594,1455,8483,2591,753,993,93,1026,1545
Murex N.A. Ltd,ACCOUNTLEVEL,-8,12880,1732,11780,13939,482,1083,360,1924,1895
Via Systems,ACCOUNTLEVEL,-8,5749,1619,12312,5062,527,1032,372,1227,1717
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-8,10007,7199,1861,8395,482,1049,240,1920,2312
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-8,12453,4306,1165,1184,575,727,239,1851,2218
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-8,7481,10202,5659,5042,737,851,3,1272,1738
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-8,4269,11141,10593,4110,443,891,324,1235,2137
Anunay Fab Ltd,ACCOUNTLEVEL,-8,10351,4339,13730,9941,689,821,447,1892,2073
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-8,5856,6314,13534,11943,774,652,338,1421,2186
Jadow B & Sons Inc,ACCOUNTLEVEL,-8,14835,6463,843,9172,747,764,5,1243,1640
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-8,1325,5980,14219,5550,585,1084,142,1548,1928
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-8,766,3568,11949,1487,410,908,279,1929,2314
Alltech Automotive LLC,ACCOUNTLEVEL,-8,10357,8643,14189,9823,527,733,69,1554,1558
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-8,5203,10236,11644,10626,658,688,392,1819,1723
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-8,5858,8516,3798,3268,473,837,164,1229,1886
ATTEBURY GRAIN,ACCOUNTLEVEL,-8,6951,11182,8377,1418,481,929,411,1877,1603
Vicor,ACCOUNTLEVEL,-8,11749,1753,2721,7663,557,654,329,1488,1787
Baja Inc,ACCOUNTLEVEL,-8,13776,2146,4159,247,330,1085,243,1329,2094
National Assn of Printing Ink,ACCOUNTLEVEL,-8,6680,4045,2461,5974,778,640,412,1605,2065
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-8,10142,8942,2891,14994,610,639,292,1020,2365
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-8,6301,65,14744,240,618,895,137,1082,1523
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-8,6020,6087,4228,14225,500,780,41,1279,2251
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-8,9350,570,5694,14772,646,740,179,1850,2367
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-8,4407,7532,9018,8968,603,750,381,1653,1591
Triumph Tool NC Inc,ACCOUNTLEVEL,-8,12740,9707,11819,11320,761,818,92,1302,1880
Darta NV,ACCOUNTLEVEL,-8,4267,14416,8829,11655,699,650,259,1847,1830
COTY UK LTD,ACCOUNTLEVEL,-8,14630,8809,8468,8696,643,881,337,1063,1893
Deal Partners Limited,ACCOUNTLEVEL,-8,610,9241,5530,12647,729,862,47,1459,2010
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-8,2769,5782,8902,503,348,831,427,1491,1809
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-8,2478,13211,13329,2316,523,768,477,1903,1668
GKN Sinter Metals,ACCOUNTLEVEL,-8,13678,852,7037,13421,378,633,130,1249,2326
AGENCE PRESSE,ACCOUNTLEVEL,-8,2754,5438,8908,913,383,727,177,1525,2304
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-8,856,6368,10282,12713,652,808,12,1994,1988
AUREA SOFTWARE INC,ACCOUNTLEVEL,-8,50,1883,3811,4459,712,813,257,1289,1852
Ocean Sports Wear,ACCOUNTLEVEL,-8,1690,8798,4670,5820,577,604,458,1647,2416
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-8,2468,6232,2260,11488,421,1070,28,1004,1925
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-8,4,6050,4171,6052,455,650,404,1400,1971
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-8,2317,7775,6409,10734,347,853,286,1567,1839
UNIFOODS SA DE CV,ACCOUNTLEVEL,-8,11594,9215,8043,9293,482,983,45,1440,2018
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-8,6961,7755,193,7650,560,938,295,1983,2019
JARDINS DE NORTENE,ACCOUNTLEVEL,-8,12389,4779,7427,386,679,693,4,1493,2156
Terry Store age spa,ACCOUNTLEVEL,-8,10152,7515,2859,1642,726,754,44,1894,2140
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-8,6510,6195,4359,1455,319,667,379,1814,1820
ST. CLAIR SERVICE,ACCOUNTLEVEL,-8,771,6082,12875,1204,359,1078,124,1654,2031
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-8,7247,14279,4788,513,653,673,412,1535,1541
CARNES KM SA DE CV,ACCOUNTLEVEL,-8,701,13746,11290,7505,619,905,320,1457,2371
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-8,8300,7345,13931,828,453,716,366,1137,1843
COMNET SA DE CV,ACCOUNTLEVEL,-8,7043,7763,8299,5100,396,922,354,1199,1590
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-8,4930,7351,12821,630,694,1008,209,1246,1532
FRUITCORP SA DE CV,ACCOUNTLEVEL,-8,7569,14208,4359,8459,469,807,422,1933,1679
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-8,709,6794,10359,2286,513,897,491,1807,2089
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-8,11514,7599,3108,12519,559,1065,58,1092,1730
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-8,2047,3313,14940,8623,487,746,149,1163,1528
K & S Contractors Supply Co,ACCOUNTLEVEL,-8,9779,978,4827,14338,505,909,334,1405,2250
Tioga Hardwoods Inc,ACCOUNTLEVEL,-8,13602,10544,7436,9068,323,777,41,1651,2341
GHCL Limited,ACCOUNTLEVEL,-8,14039,3382,5627,779,694,800,353,1948,1543
Motion Industries Inc.,ACCOUNTLEVEL,-8,605,9519,9435,14380,518,628,455,1510,2379
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-8,609,5412,7068,13825,503,639,135,1415,1581
Quantum Foods,ACCOUNTLEVEL,-8,574,7740,1111,1608,352,812,224,1427,2056
Family Magazine,ACCOUNTLEVEL,-8,9229,1132,10374,13692,350,752,119,1095,1534
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-8,99,3665,4409,8463,398,704,212,1217,1924
Innovative Laser Inc,ACCOUNTLEVEL,-8,12191,5426,10837,5877,435,957,266,1674,2462
Addis Housewares Ltd,ACCOUNTLEVEL,-8,11449,788,11694,2339,445,1021,400,1594,1697
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-8,13158,8504,581,9401,313,878,477,1916,2276
APLNG,ACCOUNTLEVEL,-8,9467,14933,13417,3728,453,753,192,1345,2208
Quince Hungary Kft,ACCOUNTLEVEL,-8,9585,1436,3836,11978,646,890,259,1611,2196
Jandel Scientific Inc.,ACCOUNTLEVEL,-8,5008,11530,7873,5847,416,860,3,1221,1551
Viking Tool & Steel,ACCOUNTLEVEL,-8,5240,2367,11943,7119,591,746,93,1307,1534
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-8,1054,11787,4934,10853,762,811,239,1184,1554
MAPE USA,ACCOUNTLEVEL,-8,8467,6738,14853,6429,384,797,291,1260,2331
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-8,3107,7635,6620,6010,576,725,128,1584,1700
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-8,3765,14081,13385,1087,511,949,475,1056,1993
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-8,10573,1572,12920,1778,495,1001,93,1465,1809
M&M SERVICE CO,ACCOUNTLEVEL,-8,10656,5071,14797,9406,315,1002,196,1582,1676
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-8,14099,7154,12341,8318,324,996,462,1105,1865
L and P Financial Services Co,ACCOUNTLEVEL,-8,11870,7721,10303,1975,792,947,281,1301,1675
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-8,2429,7665,6368,12581,315,677,348,1648,1560
CATMADER SL,ACCOUNTLEVEL,-8,14952,6399,4102,14258,687,1070,63,1387,2341
Tekno Inc,ACCOUNTLEVEL,-8,13258,691,6543,3025,745,717,325,1084,1580
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-8,12794,6402,7110,2527,643,1028,354,1362,1591
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-8,14298,11081,5322,3118,353,701,454,1314,1959
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-8,7882,5670,10881,7433,576,652,329,1773,1670
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-8,6906,6487,5896,2028,307,626,68,1032,2337
COMERGALV SA DE CV,ACCOUNTLEVEL,-8,11403,5199,6123,9919,506,868,228,1154,2088
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-8,11834,7432,2726,426,789,662,240,1032,2380
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-8,2326,4821,2215,9237,380,820,457,1210,1942
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-8,6788,11535,568,13322,675,744,369,1661,2108
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-8,9230,10066,12936,8171,449,1084,196,1058,2170
TERENTRO SA DE CV,ACCOUNTLEVEL,-8,11375,10892,9427,4396,781,845,299,1480,1529
FUNTASTIC LIMITED,ACCOUNTLEVEL,-8,6709,3917,12293,3112,443,1071,59,1613,2244
DeeTag USA,ACCOUNTLEVEL,-8,10066,10327,11787,13969,373,925,18,1213,1576
Lakeland Village,ACCOUNTLEVEL,-8,7233,11432,7294,7394,746,919,231,1427,2050
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-8,5070,5051,308,5735,641,846,3,1605,1673
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-8,13841,10264,9081,3610,501,1036,428,1499,1674
Do not Use1,ACCOUNTLEVEL,-8,12578,5491,6424,7104,431,893,319,1488,1563
Oil Chem Research Corp,ACCOUNTLEVEL,-8,6000,355,3107,13703,370,904,18,1554,1739
LICK ELEVATOR,ACCOUNTLEVEL,-8,9850,12108,9549,5036,350,887,309,1691,1804
Quanex Screens LLC,ACCOUNTLEVEL,-8,8421,1060,10571,4515,733,1057,482,1816,1693
A and T unlimit Limited,ACCOUNTLEVEL,-7,4944,5481,13325,9937,464,754,360,1361,2098
Sienna Gold Ltd,ACCOUNTLEVEL,-7,6259,6491,14998,13992,584,737,224,1686,1610
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-7,12140,4712,1304,11274,746,675,315,1006,2178
Murex N.A. Ltd,ACCOUNTLEVEL,-7,13942,14748,8824,6839,434,791,472,1070,2333
Via Systems,ACCOUNTLEVEL,-7,10167,11572,10492,4733,463,700,377,1707,2283
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-7,4089,14479,8290,1197,373,940,459,1685,1516
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-7,2424,10329,761,9662,722,938,115,1304,2191
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-7,6684,5309,11860,10193,585,833,394,1800,2101
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-7,13333,9831,3007,12098,790,951,436,1373,2092
Anunay Fab Ltd,ACCOUNTLEVEL,-7,10785,14415,1252,10335,520,654,41,1629,1534
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-7,13896,5540,3841,6633,512,693,337,1392,1740
Jadow B & Sons Inc,ACCOUNTLEVEL,-7,7140,3210,4843,6380,352,971,212,1634,2079
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-7,14891,7719,12773,11820,592,737,403,1536,2339
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-7,9862,5436,13506,11854,504,897,401,1163,2013
Alltech Automotive LLC,ACCOUNTLEVEL,-7,633,5323,5072,8738,763,866,138,1758,1635
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-7,8008,133,5538,12248,561,875,477,1640,2204
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-7,6628,8040,3022,4405,651,895,408,1544,2336
ATTEBURY GRAIN,ACCOUNTLEVEL,-7,836,13987,3208,2526,457,607,73,1169,2029
Vicor,ACCOUNTLEVEL,-7,275,14991,12478,9393,747,1002,179,1678,2483
Baja Inc,ACCOUNTLEVEL,-7,9712,10482,2587,6132,789,987,102,1744,2278
National Assn of Printing Ink,ACCOUNTLEVEL,-7,9806,5389,11905,14283,612,715,264,1353,2276
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-7,5933,5225,5569,13070,777,779,250,1909,1764
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-7,7464,13898,7286,3627,589,799,33,1581,2255
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-7,8821,8183,8480,12094,510,989,267,1916,1607
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-7,11491,11008,14206,945,372,896,91,1993,2253
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-7,11131,11533,11651,8072,737,700,28,1533,1772
Triumph Tool NC Inc,ACCOUNTLEVEL,-7,3498,6921,6562,3266,482,668,118,1736,1605
Darta NV,ACCOUNTLEVEL,-7,2839,429,1399,13963,469,1089,342,1259,1569
COTY UK LTD,ACCOUNTLEVEL,-7,12824,4870,3941,12689,681,871,146,1760,2045
Deal Partners Limited,ACCOUNTLEVEL,-7,11863,14332,4537,1758,605,716,366,1332,1934
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-7,14405,14469,9718,2277,749,785,281,1068,2364
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-7,7373,3178,8338,12003,546,1035,496,1969,1792
GKN Sinter Metals,ACCOUNTLEVEL,-7,14902,1424,6878,12589,472,698,485,1602,1692
AGENCE PRESSE,ACCOUNTLEVEL,-7,13297,10529,10500,2565,405,730,394,1082,2166
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-7,6750,6100,5367,9795,426,1076,168,1747,1678
AUREA SOFTWARE INC,ACCOUNTLEVEL,-7,13702,2205,8635,12780,691,647,330,1241,1817
Ocean Sports Wear,ACCOUNTLEVEL,-7,6481,13092,13024,10852,348,930,482,1088,1955
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-7,12722,12236,14872,6719,357,1036,170,1191,1751
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-7,10998,12602,4051,11276,497,737,291,1476,1643
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-7,2955,13231,3595,9036,389,612,19,1237,2469
UNIFOODS SA DE CV,ACCOUNTLEVEL,-7,9422,10392,4415,2947,687,953,32,1529,2422
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-7,12971,9076,7482,1505,743,905,264,1721,2011
JARDINS DE NORTENE,ACCOUNTLEVEL,-7,741,7570,2632,8746,310,1078,449,1532,2053
Terry Store age spa,ACCOUNTLEVEL,-7,6030,14461,11046,3559,400,861,288,1999,2040
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-7,1982,12804,4408,12874,451,684,125,1644,2354
ST. CLAIR SERVICE,ACCOUNTLEVEL,-7,10893,2195,9527,8459,480,673,41,1190,2006
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-7,14937,4652,14511,6134,693,632,21,1543,2081
CARNES KM SA DE CV,ACCOUNTLEVEL,-7,3318,2820,35,3277,604,743,496,1170,1843
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-7,9913,12158,6830,256,670,1053,382,1196,2292
COMNET SA DE CV,ACCOUNTLEVEL,-7,8219,4983,11370,12061,521,662,337,1076,2291
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-7,5305,6438,12765,4666,796,964,34,1656,2491
FRUITCORP SA DE CV,ACCOUNTLEVEL,-7,11360,6452,14021,8118,599,768,217,1281,1636
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-7,4159,12635,1590,13525,790,937,131,1405,2237
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-7,9913,6591,14420,8470,461,849,181,1407,2447
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-7,5380,3221,13567,12392,516,864,92,1427,1991
K & S Contractors Supply Co,ACCOUNTLEVEL,-7,9394,145,13469,10347,413,918,499,1301,1694
Tioga Hardwoods Inc,ACCOUNTLEVEL,-7,4010,6486,10781,7460,628,633,382,1782,2268
GHCL Limited,ACCOUNTLEVEL,-7,2456,4390,3982,10055,316,1061,358,1930,2454
Motion Industries Inc.,ACCOUNTLEVEL,-7,14734,13645,5263,12937,384,815,265,1337,1987
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-7,4704,12638,10508,7953,579,1076,307,1275,1727
Quantum Foods,ACCOUNTLEVEL,-7,14622,12942,107,13970,440,888,64,1604,2211
Family Magazine,ACCOUNTLEVEL,-7,7246,5861,3730,7750,579,616,249,1321,1755
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-7,4985,12500,5349,12662,316,657,302,1514,2377
Innovative Laser Inc,ACCOUNTLEVEL,-7,12390,201,2548,724,512,1027,228,1166,2006
Addis Housewares Ltd,ACCOUNTLEVEL,-7,7489,9764,5232,427,788,616,198,1787,1965
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-7,8614,6650,13345,10634,526,700,500,1241,2442
