JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,JBCXM__InstanceId__c,JBCXM__InstanceName__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 104,INSTANCELEVEL,-23,Production Instance -1,United Can Co. - Production Instance -1,44,37,191,137,207,4,605,2433,7802
Adoption Test - Account 105,INSTANCELEVEL,-23,Production Instance -1,Veritas Software - Production Instance -1,15,44,187,23,148,50,426,2563,19430
Adoption Test - Account 106,INSTANCELEVEL,-23,Production Instance -1,Via Systems - Production Instance -1,48,32,71,113,160,47,673,3996,16057
Adoption Test - Account 107,INSTANCELEVEL,-23,Production Instance -1,Vicor - Production Instance -1,92,50,167,99,209,37,902,7731,10351
Adoption Test - Account 108,INSTANCELEVEL,-23,Production Instance -1,Volga Boats - Production Instance -1,100,32,108,57,158,42,342,8738,3786
Adoption Test - Account 109,INSTANCELEVEL,-23,Production Instance -1,Vyrex - Production Instance -1,34,17,130,9,133,13,997,5287,6554
Adoption Test - Account 110,INSTANCELEVEL,-23,Production Instance -1,Wallys World - Production Instance -1,64,23,63,121,244,10,132,5349,9998
Adoption Test - Account 111,INSTANCELEVEL,-23,Production Instance -1,Westend Dealers - Production Instance -1,99,48,119,123,166,2,972,7548,14344
Adoption Test - Account 112,INSTANCELEVEL,-23,Production Instance -1,Westinghouse Corporation - Production Instance -1,27,34,100,90,247,22,777,2487,3120
Adoption Test - Account 113,INSTANCELEVEL,-23,Production Instance -1,Wind & Rain - Production Instance -1,76,31,63,55,181,46,544,8487,18308
Adoption Test - Account 114,INSTANCELEVEL,-23,Production Instance -1,Wyse Corp. - Production Instance -1,66,39,119,45,161,53,199,5836,12108
Adoption Test - Account 115,INSTANCELEVEL,-23,Production Instance -1,Xerox - Production Instance -1,77,29,96,18,207,8,141,1386,9973
Adoption Test - Account 116,INSTANCELEVEL,-23,Production Instance -1,Yesterday Productions Corp. - Production Instance -1,33,35,183,132,168,34,114,6412,15617
Adoption Test - Account 117,INSTANCELEVEL,-23,Production Instance -1,Ziff-Davis Labs - Production Instance -1,58,12,111,145,111,18,796,9175,18404
Adoption Test - Account 118,INSTANCELEVEL,-23,Production Instance -1,Zoo Gift Shop - Production Instance -1,54,17,87,115,128,42,348,7129,8629
Adoption Test - Account 1,INSTANCELEVEL,-22,Production Instance -1,AAR Corp Hardware Abscoa Division - Production Instance -1,45,37,179,26,194,21,567,6387,2758
Adoption Test - Account 2,INSTANCELEVEL,-22,Production Instance -1,Abacus Programming Corporation - Production Instance -1,24,32,115,9,122,14,473,7477,3153
Adoption Test - Account 3,INSTANCELEVEL,-22,Production Instance -1,Abberley Kooiman - Production Instance -1,100,36,127,106,135,39,488,5193,4179
Adoption Test - Account 4,INSTANCELEVEL,-22,Production Instance -1,Abbett Electric Corp - Production Instance -1,47,46,51,140,140,41,699,6502,1920
Adoption Test - Account 5,INSTANCELEVEL,-22,Production Instance -1,Abbey Press Inc - Production Instance -1,41,13,71,111,195,25,879,6038,12831
Adoption Test - Account 6,INSTANCELEVEL,-22,Production Instance -1,Bachman Information System Inc. - Production Instance -1,96,20,129,64,103,47,951,7943,1986
Adoption Test - Account 7,INSTANCELEVEL,-22,Production Instance -1,Back Stage Magazine - Production Instance -1,5,25,67,143,142,57,608,8267,2486
Adoption Test - Account 8,INSTANCELEVEL,-22,Production Instance -1,Baker & McKenzie - Production Instance -1,90,44,143,100,158,6,581,4332,10382
Adoption Test - Account 9,INSTANCELEVEL,-22,Production Instance -1,Balfour Maclaine International - Production Instance -1,93,30,78,107,237,31,19,8266,16935
Adoption Test - Account 10,INSTANCELEVEL,-22,Production Instance -1,Ball & Socket Mfg Co - Production Instance -1,73,34,176,63,133,14,279,7625,5461
Adoption Test - Account 11,INSTANCELEVEL,-22,Production Instance -1,Caco-Pacific Corp. - Production Instance -1,71,22,171,44,135,7,52,3733,4274
Adoption Test - Account 12,INSTANCELEVEL,-22,Production Instance -1,CADAM Inc. - Production Instance -1,17,47,126,7,119,23,514,8004,19807
Adoption Test - Account 13,INSTANCELEVEL,-22,Production Instance -1,Cadbury Beverages Div Cadbury - Production Instance -1,17,17,88,77,219,5,457,1760,19151
Adoption Test - Account 14,INSTANCELEVEL,-22,Production Instance -1,Cahn Instruments Inc - Production Instance -1,16,49,87,88,115,14,306,9177,4226
Adoption Test - Account 15,INSTANCELEVEL,-22,Production Instance -1,Cal-Pac Roofing Inc - Production Instance -1,50,18,53,115,218,4,800,5052,11527
Adoption Test - Account 16,INSTANCELEVEL,-22,Production Instance -1,Dai-Ichi Kangyo Bank - Production Instance -1,72,11,132,51,134,2,595,3479,15705
Adoption Test - Account 17,INSTANCELEVEL,-22,Production Instance -1,Daisy of California - Production Instance -1,76,18,111,128,192,55,221,6674,12325
Adoption Test - Account 18,INSTANCELEVEL,-22,Production Instance -1,Daley Business Forms - Production Instance -1,75,20,94,107,241,17,918,8575,2853
Adoption Test - Account 19,INSTANCELEVEL,-22,Production Instance -1,Dame Belts & Bag Co Inc - Production Instance -1,37,43,167,14,243,3,828,7846,11104
Adoption Test - Account 20,INSTANCELEVEL,-22,Production Instance -1,Dana Marketing Inc - Production Instance -1,37,47,167,77,114,49,19,2498,1609
Adoption Test - Account 21,INSTANCELEVEL,-22,Production Instance -1,East Bay Brass Foundry - Production Instance -1,97,49,134,148,212,31,695,2993,13661
Adoption Test - Account 22,INSTANCELEVEL,-22,Production Instance -1,East Coast Traders - Production Instance -1,53,24,142,104,238,53,137,2716,15863
Adoption Test - Account 23,INSTANCELEVEL,-22,Production Instance -1,East/West Computers Inc - Production Instance -1,26,49,152,15,214,30,679,8552,10022
Adoption Test - Account 24,INSTANCELEVEL,-22,Production Instance -1,Eastern Municipal Water Distri - Production Instance -1,77,41,145,101,134,54,558,9848,4544
Adoption Test - Account 25,INSTANCELEVEL,-22,Production Instance -1,Eastman Kodak Company Health Sciences Division - Production Instance -1,36,14,124,121,212,37,175,1949,3205
Adoption Test - Account 26,INSTANCELEVEL,-22,Production Instance -1,Facts on File Newsletter - Production Instance -1,13,38,50,88,106,57,961,69,11325
Adoption Test - Account 27,INSTANCELEVEL,-22,Production Instance -1,Family Magazine - Production Instance -1,10,10,111,96,173,27,127,2519,11420
Adoption Test - Account 28,INSTANCELEVEL,-22,Production Instance -1,Fedder RP Corp - Production Instance -1,83,31,60,39,182,11,515,936,19925
Adoption Test - Account 29,INSTANCELEVEL,-22,Production Instance -1,Fell David H & Company Inc - Production Instance -1,10,36,154,4,245,6,943,2183,2493
Adoption Test - Account 30,INSTANCELEVEL,-22,Production Instance -1,Ferrara Foods & Confections - Production Instance -1,21,36,85,142,171,54,485,8764,12555
Adoption Test - Account 31,INSTANCELEVEL,-22,Production Instance -1,G Group - Production Instance -1,43,39,90,22,104,9,544,4662,7624
Adoption Test - Account 32,INSTANCELEVEL,-22,Production Instance -1,G-L Veneer Co Inc. - Production Instance -1,43,43,71,23,117,15,476,6009,15489
Adoption Test - Account 33,INSTANCELEVEL,-22,Production Instance -1,Galbreath Co - Production Instance -1,21,46,154,148,237,24,785,5187,3498
Adoption Test - Account 34,INSTANCELEVEL,-22,Production Instance -1,Gallo Ernst & Julio Winery - Production Instance -1,26,38,181,95,188,44,872,1491,13913
Adoption Test - Account 35,INSTANCELEVEL,-22,Production Instance -1,Gamblers Anonymous - Production Instance -1,5,37,177,18,121,38,271,4379,1703
Adoption Test - Account 36,INSTANCELEVEL,-22,Production Instance -1,Halcyon Assoc - Production Instance -1,34,43,173,110,218,6,108,9414,12396
Adoption Test - Account 37,INSTANCELEVEL,-22,Production Instance -1,Hambro International Venture F - Production Instance -1,32,19,195,57,214,45,684,5972,2973
Adoption Test - Account 38,INSTANCELEVEL,-22,Production Instance -1,Hardy James G & Co - Production Instance -1,24,44,183,45,197,41,328,9365,9527
Adoption Test - Account 39,INSTANCELEVEL,-22,Production Instance -1,Harkavy Information Service - Production Instance -1,26,49,199,76,114,35,504,4250,8837
Adoption Test - Account 40,INSTANCELEVEL,-22,Production Instance -1,Harken Marketing Co - Production Instance -1,69,46,50,121,224,22,927,4605,10905
Adoption Test - Account 41,INSTANCELEVEL,-22,Production Instance -1,IBIS Systems Inc. - Production Instance -1,64,28,141,85,240,11,904,6911,14720
Adoption Test - Account 42,INSTANCELEVEL,-22,Production Instance -1,IBK Capital Inc - Production Instance -1,100,39,104,137,111,14,131,6450,18688
Adoption Test - Account 43,INSTANCELEVEL,-22,Production Instance -1,IBM Corp Data Systems Div - Production Instance -1,79,25,140,86,182,20,44,6883,9914
Adoption Test - Account 44,INSTANCELEVEL,-22,Production Instance -1,ICM Corp - Production Instance -1,21,44,100,67,206,55,948,3709,14530
Adoption Test - Account 45,INSTANCELEVEL,-22,Production Instance -1,ImageTek Corp - Production Instance -1,79,19,72,58,129,11,43,7763,7619
Adoption Test - Account 46,INSTANCELEVEL,-22,Production Instance -1,Jadow B & Sons Inc - Production Instance -1,28,37,199,30,126,54,398,9809,8572
Adoption Test - Account 47,INSTANCELEVEL,-22,Production Instance -1,Jaff Brothers Woodworks Inc - Production Instance -1,27,44,113,143,145,30,493,5805,16277
Adoption Test - Account 48,INSTANCELEVEL,-22,Production Instance -1,Jandel Scientific Inc. - Production Instance -1,2,30,117,139,100,22,804,9882,1115
Adoption Test - Account 49,INSTANCELEVEL,-22,Production Instance -1,Japanese American Citizens Lea - Production Instance -1,89,30,75,62,178,24,675,1608,6923
Adoption Test - Account 50,INSTANCELEVEL,-22,Production Instance -1,K & S Contractors Supply Co - Production Instance -1,47,30,136,2,238,17,241,8199,15851
Adoption Test - Account 51,INSTANCELEVEL,-22,Production Instance -1,Kahlert Assoc Inc - Production Instance -1,60,36,115,6,108,3,85,1613,7906
Adoption Test - Account 52,INSTANCELEVEL,-22,Production Instance -1,Kaiser Steel Resources Inc - Production Instance -1,77,21,88,34,141,45,593,2318,5209
Adoption Test - Account 53,INSTANCELEVEL,-22,Production Instance -1,Karabelas Furs Inc - Production Instance -1,7,36,78,1,128,40,15,8306,16746
Adoption Test - Account 54,INSTANCELEVEL,-22,Production Instance -1,Karpen & Steel Products Inc - Production Instance -1,92,45,152,105,221,5,672,7495,3958
Adoption Test - Account 55,INSTANCELEVEL,-22,Production Instance -1,La Costa Hotel & Spa - Production Instance -1,35,28,67,97,131,54,667,6255,2506
Adoption Test - Account 56,INSTANCELEVEL,-22,Production Instance -1,Lafferty RF & Co Inc - Production Instance -1,47,37,185,122,203,50,999,4755,5692
Adoption Test - Account 57,INSTANCELEVEL,-22,Production Instance -1,Lake County - Production Instance -1,52,13,138,99,214,44,325,6856,2864
Adoption Test - Account 58,INSTANCELEVEL,-22,Production Instance -1,Lakeland Village - Production Instance -1,98,13,150,9,166,12,910,2604,17071
Adoption Test - Account 59,INSTANCELEVEL,-22,Production Instance -1,Lexidata Corporation - Production Instance -1,10,14,136,91,225,43,301,6908,834
Adoption Test - Account 60,INSTANCELEVEL,-22,Production Instance -1,Madonna Construction Co - Production Instance -1,1,23,148,28,124,29,93,107,7383
Adoption Test - Account 61,INSTANCELEVEL,-22,Production Instance -1,Magma Power Co - Production Instance -1,10,14,52,71,166,58,311,4903,13456
Adoption Test - Account 62,INSTANCELEVEL,-22,Production Instance -1,Magna Mill Products - Production Instance -1,42,46,117,82,233,59,738,3741,12448
Adoption Test - Account 63,INSTANCELEVEL,-22,Production Instance -1,Majestic Entertainment - Production Instance -1,52,41,56,124,161,16,962,7051,19705
Adoption Test - Account 64,INSTANCELEVEL,-22,Production Instance -1,Mall Side Sports - Production Instance -1,83,13,154,130,185,26,372,7438,11896
Adoption Test - Account 65,INSTANCELEVEL,-22,Production Instance -1,N/S Corp - Production Instance -1,85,36,129,105,117,24,381,7911,5288
Adoption Test - Account 66,INSTANCELEVEL,-22,Production Instance -1,Nardon Mfg Company Incorporated - Production Instance -1,78,28,110,135,171,15,283,146,13768
Adoption Test - Account 67,INSTANCELEVEL,-22,Production Instance -1,Nash Direct - Production Instance -1,66,34,188,91,190,23,523,9552,13683
Adoption Test - Account 68,INSTANCELEVEL,-22,Production Instance -1,National Assn of Printing Ink - Production Instance -1,67,26,99,4,201,6,977,4626,9397
Adoption Test - Account 69,INSTANCELEVEL,-22,Production Instance -1,Nixdorf Computer - Production Instance -1,71,43,191,48,239,15,941,6598,15067
Adoption Test - Account 70,INSTANCELEVEL,-22,Production Instance -1,O-Cel-O Div General Mills Inc. - Production Instance -1,83,37,93,68,195,13,230,2149,625
Adoption Test - Account 71,INSTANCELEVEL,-22,Production Instance -1,Oakland Carbide Engineering & - Production Instance -1,66,27,95,54,106,37,600,3170,13400
Adoption Test - Account 72,INSTANCELEVEL,-22,Production Instance -1,Ocean Sports - Production Instance -1,66,17,137,44,114,48,107,1555,5994
Adoption Test - Account 73,INSTANCELEVEL,-22,Production Instance -1,Ocean Sports Wear - Production Instance -1,74,46,144,49,216,17,366,5284,9940
Adoption Test - Account 74,INSTANCELEVEL,-22,Production Instance -1,OKeeffes Inc - Production Instance -1,1,50,170,65,218,21,335,8598,16947
Adoption Test - Account 75,INSTANCELEVEL,-22,Production Instance -1,P & C Food Markets Inc - Production Instance -1,42,47,150,147,237,58,694,9916,3855
Adoption Test - Account 76,INSTANCELEVEL,-22,Production Instance -1,P.S.C. - Production Instance -1,51,33,177,45,225,21,548,3067,10093
Adoption Test - Account 77,INSTANCELEVEL,-22,Production Instance -1,PacDevco Inc - Production Instance -1,17,14,90,69,141,35,233,3457,6837
Adoption Test - Account 78,INSTANCELEVEL,-22,Production Instance -1,Pace Press Inc - Production Instance -1,100,14,134,87,150,24,409,5208,14089
Adoption Test - Account 79,INSTANCELEVEL,-22,Production Instance -1,Purity-Supreme Inc. - Production Instance -1,99,41,88,143,124,35,408,9373,7109
Adoption Test - Account 80,INSTANCELEVEL,-22,Production Instance -1,Quadrex Corp - Production Instance -1,86,42,117,104,173,19,400,7544,8194
Adoption Test - Account 81,INSTANCELEVEL,-22,Production Instance -1,Quaker Fashions - Production Instance -1,21,30,177,71,101,51,901,8196,6761
Adoption Test - Account 82,INSTANCELEVEL,-22,Production Instance -1,Queensborough Public Library - Production Instance -1,16,47,145,129,107,20,285,8245,19432
Adoption Test - Account 83,INSTANCELEVEL,-22,Production Instance -1,Quinn/Brein Inc - Production Instance -1,70,24,72,14,163,48,442,6075,9132
Adoption Test - Account 84,INSTANCELEVEL,-22,Production Instance -1,Quota Systems Inc. - Production Instance -1,75,19,100,113,164,54,210,761,17748
Adoption Test - Account 85,INSTANCELEVEL,-22,Production Instance -1,R-F Industries Inc - Production Instance -1,12,40,166,51,145,12,637,9870,15261
Adoption Test - Account 86,INSTANCELEVEL,-22,Production Instance -1,Raceway Engines - Production Instance -1,97,25,69,57,134,36,313,7976,14578
Adoption Test - Account 87,INSTANCELEVEL,-22,Production Instance -1,Raleigh Active Wear - Production Instance -1,93,29,160,80,218,37,473,9225,8120
Adoption Test - Account 88,INSTANCELEVEL,-22,Production Instance -1,Raleigh Co. - Production Instance -1,51,26,104,7,132,53,565,3370,8011
Adoption Test - Account 89,INSTANCELEVEL,-22,Production Instance -1,Ralston Inc. - Production Instance -1,70,24,189,6,242,54,973,6182,461
Adoption Test - Account 90,INSTANCELEVEL,-22,Production Instance -1,Sabena-Belgian World Airlines - Production Instance -1,5,36,148,79,120,55,728,6715,10431
Adoption Test - Account 91,INSTANCELEVEL,-22,Production Instance -1,Safeway Plumbing & Heating Inc - Production Instance -1,65,21,181,131,141,21,941,4932,11132
Adoption Test - Account 92,INSTANCELEVEL,-22,Production Instance -1,Saint Johns University Staten - Production Instance -1,34,33,151,23,232,32,907,860,17221
Adoption Test - Account 93,INSTANCELEVEL,-22,Production Instance -1,Star Markets - Production Instance -1,94,43,191,76,188,53,96,5832,17207
Adoption Test - Account 94,INSTANCELEVEL,-22,Production Instance -1,State House Active Wear - Production Instance -1,22,22,120,72,213,32,802,100,9931
Adoption Test - Account 95,INSTANCELEVEL,-22,Production Instance -1,Tapecon Inc - Production Instance -1,60,17,66,98,231,48,563,8728,12396
Adoption Test - Account 96,INSTANCELEVEL,-22,Production Instance -1,TDA Industries Inc - Production Instance -1,12,27,97,86,144,60,418,5601,18938
Adoption Test - Account 97,INSTANCELEVEL,-22,Production Instance -1,TEAC Corp. of America - Production Instance -1,62,25,96,126,157,26,339,1912,514
Adoption Test - Account 98,INSTANCELEVEL,-22,Production Instance -1,Tech Fire & Safety Company - Production Instance -1,28,45,79,64,238,22,401,9435,8193
Adoption Test - Account 99,INSTANCELEVEL,-22,Production Instance -1,Teradyne - Production Instance -1,36,25,60,139,205,49,423,2696,10711
Adoption Test - Account 100,INSTANCELEVEL,-22,Production Instance -1,UBAF Arab American Bank - Production Instance -1,81,32,167,19,133,40,644,9101,10910
Adoption Test - Account 101,INSTANCELEVEL,-22,Production Instance -1,UniAmerica Inc - Production Instance -1,94,13,145,78,171,5,569,1131,6027
Adoption Test - Account 102,INSTANCELEVEL,-22,Production Instance -1,Union Flights - Production Instance -1,72,35,165,122,230,45,633,7409,6413
